code,name,sector
002122,ST汇洲,C34通用设备制造业
002123,梦网科技,I65软件和信息技术服务业
002124,天邦食品,A03畜牧业
002125,湘潭电化,C26化学原料和化学制品制造业
002126,银轮股份,C36汽车制造业
002127,南极电商,L72商务服务业
002128,电投能源,B06煤炭开采和洗选业
002129,TCL中环,C38电气机械和器材制造业
002130,沃尔核材,C39计算机、通信和其他电子设备制造业
002131,利欧股份,L72商务服务业
002132,恒星科技,C33金属制品业
002133,广宇集团,K70房地产业
002134,天津普林,C39计算机、通信和其他电子设备制造业
002135,东南网架,C33金属制品业
002136,安纳达,C26化学原料和化学制品制造业
002137,实益达,C38电气机械和器材制造业
002138,顺络电子,C39计算机、通信和其他电子设备制造业
002139,拓邦股份,C38电气机械和器材制造业
002140,东华科技,E48土木工程建筑业
002141,贤丰控股,C38电气机械和器材制造业
002142,宁波银行,J66货币金融服务
002144,宏达高科,C17纺织业
002145,钛能化学,C26化学原料和化学制品制造业
002146,荣盛发展,K70房地产业
002148,北纬科技,I65软件和信息技术服务业
002149,西部材料,C32有色金属冶炼和压延加工业
002150,正泰电源,C38电气机械和器材制造业
002151,北斗星通,C39计算机、通信和其他电子设备制造业
002152,广电运通,C39计算机、通信和其他电子设备制造业
002153,石基信息,I65软件和信息技术服务业
002154,报喜鸟,C18纺织服装、服饰业
002155,湖南黄金,B09有色金属矿采选业
002156,通富微电,C39计算机、通信和其他电子设备制造业
002157,正邦科技,A03畜牧业
002158,汉钟精机,C34通用设备制造业
002159,三特索道,N78公共设施管理业
002160,常铝股份,C32有色金属冶炼和压延加工业
002161,远望谷,C39计算机、通信和其他电子设备制造业
002162,悦心健康,C30非金属矿物制品业
002163,海南发展,E50建筑装饰、装修和其他建筑业
002164,宁波东力,C34通用设备制造业
002165,红宝丽,C26化学原料和化学制品制造业
002166,莱茵生物,C27医药制造业
002167,东方锆业,C32有色金属冶炼和压延加工业
002168,ST惠程,C38电气机械和器材制造业
002169,智光电气,C38电气机械和器材制造业
002170,芭田股份,C26化学原料和化学制品制造业
002171,楚江新材,C32有色金属冶炼和压延加工业
002172,澳洋健康,Q84卫生
002173,创新医疗,Q84卫生
002174,游族网络,I64互联网和相关服务
002175,*ST东智,C40仪器仪表制造业
002176,江特电机,C32有色金属冶炼和压延加工业
002177,御银股份,C35专用设备制造业
002178,延华智能,I65软件和信息技术服务业
002179,中航光电,C39计算机、通信和其他电子设备制造业
002180,奔图科技,C39计算机、通信和其他电子设备制造业
002181,粤传媒,L72商务服务业
002182,宝武镁业,C32有色金属冶炼和压延加工业
002183,怡亚通,L72商务服务业
002184,海得控制,C38电气机械和器材制造业
002185,华天科技,C39计算机、通信和其他电子设备制造业
002186,全聚德,H62餐饮业
002187,广百股份,F52零售业
002188,中天服务,K70房地产业
002189,中光学,C39计算机、通信和其他电子设备制造业
002190,成飞集成,C36汽车制造业
002191,劲嘉股份,C23印刷和记录媒介复制业
002192,融捷股份,B09有色金属矿采选业
002193,ST如意,C18纺织服装、服饰业
002194,武汉凡谷,C39计算机、通信和其他电子设备制造业
002195,岩山科技,I64互联网和相关服务
002196,方正电机,C38电气机械和器材制造业
002197,证通电子,I65软件和信息技术服务业
002198,ST嘉应,C27医药制造业
002199,*ST东晶,C39计算机、通信和其他电子设备制造业
002200,交投生态,E48土木工程建筑业
002201,九鼎新材,C30非金属矿物制品业
002202,金风科技,C34通用设备制造业
002203,海亮股份,C32有色金属冶炼和压延加工业
002204,大连重工,C34通用设备制造业
002205,国统股份,C30非金属矿物制品业
002206,海利得,C28化学纤维制造业
002207,*ST准油,B11开采专业及辅助性活动
002208,合肥城建,K70房地产业
002209,达意隆,C35专用设备制造业
002210,飞马国际,L72商务服务业
002211,ST宏达,C26化学原料和化学制品制造业
002212,天融信,I65软件和信息技术服务业
002213,大为股份,C39计算机、通信和其他电子设备制造业
002214,*ST大立,C39计算机、通信和其他电子设备制造业
002215,诺普信,C26化学原料和化学制品制造业
002216,三全食品,C14食品制造业
002217,ST合力泰,C39计算机、通信和其他电子设备制造业
002218,拓日新能,C38电气机械和器材制造业
002219,新里程,Q84卫生
002221,东华能源,F51批发业
002222,福晶科技,C39计算机、通信和其他电子设备制造业
002223,鱼跃医疗,C35专用设备制造业
002224,三力士,C29橡胶和塑料制品业
002225,濮耐股份,C30非金属矿物制品业
002226,江南化工,C26化学原料和化学制品制造业
002227,*ST特迅,C38电气机械和器材制造业
002228,合兴包装,C22造纸和纸制品业
002229,鸿博股份,C23印刷和记录媒介复制业
002230,科大讯飞,I65软件和信息技术服务业
002232,启明信息,I65软件和信息技术服务业
002233,塔牌集团,C30非金属矿物制品业
002234,民和股份,A03畜牧业
002235,安妮股份,C22造纸和纸制品业
002236,大华股份,C39计算机、通信和其他电子设备制造业
002237,恒邦股份,C32有色金属冶炼和压延加工业
002238,天威视讯,I63电信、广播电视和卫星传输服务
002239,奥特佳,C36汽车制造业
002240,盛新锂能,C32有色金属冶炼和压延加工业
002241,歌尔股份,C39计算机、通信和其他电子设备制造业
002242,九阳股份,C38电气机械和器材制造业
002243,力合科创,C29橡胶和塑料制品业
002244,滨江集团,K70房地产业
002245,蔚蓝锂芯,C38电气机械和器材制造业
002246,北化股份,C26化学原料和化学制品制造业
002247,聚力文化,C22造纸和纸制品业
002248,华东数控,C34通用设备制造业
002249,大洋电机,C38电气机械和器材制造业
002250,联化科技,C26化学原料和化学制品制造业
002251,步步高,F52零售业
002252,上海莱士,C27医药制造业
002253,*ST智胜,I65软件和信息技术服务业
002254,泰和新材,C28化学纤维制造业
002255,海陆重工,C34通用设备制造业
002256,兆新股份,D44电力、热力生产和供应业
002258,利尔化学,C26化学原料和化学制品制造业
002259,升达林业,D45燃气生产和供应业
002261,拓维信息,I65软件和信息技术服务业
002262,恩华药业,C27医药制造业
002263,大东南,C29橡胶和塑料制品业
002264,新华都,I64互联网和相关服务
002265,建设工业,C36汽车制造业
002266,浙富控股,N77生态保护和环境治理业
002267,陕天然气,D45燃气生产和供应业
002268,电科网安,I65软件和信息技术服务业
002269,美邦服饰,C18纺织服装、服饰业
002270,华明装备,C38电气机械和器材制造业
002271,东方雨虹,C30非金属矿物制品业
002272,川润股份,C34通用设备制造业
002273,水晶光电,C39计算机、通信和其他电子设备制造业
002274,华昌化工,C26化学原料和化学制品制造业
002275,桂林三金,C27医药制造业
002276,万马股份,C38电气机械和器材制造业
002277,友阿股份,F52零售业
002278,神开股份,C35专用设备制造业
002279,久其软件,I65软件和信息技术服务业
002281,光迅科技,C39计算机、通信和其他电子设备制造业
002282,博深股份,C30非金属矿物制品业
002283,天润工业,C36汽车制造业
002284,亚太股份,C36汽车制造业
002285,世联行,K70房地产业
002286,保龄宝,C13农副食品加工业
002287,奇正藏药,C27医药制造业
002289,*ST宇顺,C39计算机、通信和其他电子设备制造业
002290,禾盛新材,C38电气机械和器材制造业
002291,遥望科技,I64互联网和相关服务
002292,奥飞娱乐,C24文教、工美、体育和娱乐用品制造业
002293,罗莱生活,C17纺织业
002294,信立泰,C27医药制造业
002295,精艺股份,C32有色金属冶炼和压延加工业
002296,辉煌科技,C38电气机械和器材制造业
002297,博云新材,C33金属制品业
002298,中电鑫龙,C38电气机械和器材制造业
002299,圣农发展,C13农副食品加工业
002300,太阳电缆,C38电气机械和器材制造业
002301,齐心集团,C24文教、工美、体育和娱乐用品制造业
002302,西部建设,C30非金属矿物制品业
002303,美盈森,C22造纸和纸制品业
002304,洋河股份,C15酒、饮料和精制茶制造业
002305,*ST南置,K70房地产业
002306,ST云网,H62餐饮业
002307,北新路桥,E48土木工程建筑业
002309,中利集团,C38电气机械和器材制造业
002310,东方新能,D44电力、热力生产和供应业
002311,海大集团,C13农副食品加工业
002312,川发龙蟒,C26化学原料和化学制品制造业
002313,日海智能,C39计算机、通信和其他电子设备制造业
002314,南山控股,K70房地产业
002315,焦点科技,I64互联网和相关服务
002316,亚联发展,I65软件和信息技术服务业
002317,众生药业,C27医药制造业
002318,久立特材,C33金属制品业
002319,乐通股份,C26化学原料和化学制品制造业
002320,海峡股份,G55水上运输业
002321,华英农业,A03畜牧业
002322,理工能科,I65软件和信息技术服务业
002323,*ST雅博,E50建筑装饰、装修和其他建筑业
002324,普利特,C29橡胶和塑料制品业
002326,永太科技,C26化学原料和化学制品制造业
002327,富安娜,C17纺织业
002328,新朋股份,C36汽车制造业
002329,皇氏集团,C14食品制造业
002330,得利斯,C13农副食品加工业
002331,皖通科技,I65软件和信息技术服务业
002332,仙琚制药,C27医药制造业
002333,罗普斯金,C32有色金属冶炼和压延加工业
002334,英威腾,C38电气机械和器材制造业
002335,科华数据,C38电气机械和器材制造业
002337,赛象科技,C35专用设备制造业
002338,奥普光电,C40仪器仪表制造业
002339,积成电子,C38电气机械和器材制造业
002340,格林美,C42废弃资源综合利用业
002342,巨力索具,C33金属制品业
002343,慈文传媒,R87广播、电视、电影和录音制作业
002344,海宁皮城,L72商务服务业
002345,潮宏基,C24文教、工美、体育和娱乐用品制造业
002346,柘中股份,C38电气机械和器材制造业
002347,泰尔股份,C34通用设备制造业
002348,高乐股份,C24文教、工美、体育和娱乐用品制造业
002349,精华制药,C27医药制造业
002350,北京科锐,C38电气机械和器材制造业
002351,漫步者,C39计算机、通信和其他电子设备制造业
002352,顺丰控股,G60邮政业
002353,杰瑞股份,C35专用设备制造业
002354,天娱数科,I64互联网和相关服务
002355,兴民智通,C36汽车制造业
002356,赫美集团,F52零售业
002357,富临运业,G54道路运输业
002358,森源电气,C38电气机械和器材制造业
002360,ST同德,C26化学原料和化学制品制造业
002361,神剑股份,C26化学原料和化学制品制造业
002362,汉王科技,C39计算机、通信和其他电子设备制造业
002363,隆基机械,C36汽车制造业
002364,中恒电气,C38电气机械和器材制造业
002365,永安药业,C27医药制造业
002366,融发核电,C35专用设备制造业
002367,康力电梯,C34通用设备制造业
002368,太极股份,I65软件和信息技术服务业
002369,卓翼科技,C39计算机、通信和其他电子设备制造业
002370,亚太药业,C27医药制造业
002371,北方华创,C35专用设备制造业
002372,伟星新材,C29橡胶和塑料制品业
002373,千方科技,I65软件和信息技术服务业
002374,中锐股份,C33金属制品业
002375,亚厦股份,E50建筑装饰、装修和其他建筑业
002376,新北洋,C39计算机、通信和其他电子设备制造业
002377,国创高新,C25石油、煤炭及其他燃料加工业
002378,章源钨业,C32有色金属冶炼和压延加工业
002379,宏桥控股,C32有色金属冶炼和压延加工业
002380,科远智慧,I65软件和信息技术服务业
002381,双箭股份,C29橡胶和塑料制品业
002382,蓝帆医疗,C29橡胶和塑料制品业
002383,合众思壮,C39计算机、通信和其他电子设备制造业
002384,东山精密,C39计算机、通信和其他电子设备制造业
002385,大北农,C13农副食品加工业
002386,天原股份,C26化学原料和化学制品制造业
002387,维信诺,C39计算机、通信和其他电子设备制造业
002388,新亚制程,C39计算机、通信和其他电子设备制造业
002389,航天彩虹,C37铁路、船舶、航空航天和其他运输设备制造业
002390,信邦制药,F51批发业
002391,长青股份,C26化学原料和化学制品制造业
002392,北京利尔,C30非金属矿物制品业
002393,力生制药,C27医药制造业
002394,联发股份,C17纺织业
002395,双象股份,C29橡胶和塑料制品业
002396,星网锐捷,C39计算机、通信和其他电子设备制造业
002397,梦洁股份,C17纺织业
002398,垒知集团,C26化学原料和化学制品制造业
002399,海普瑞,C27医药制造业
002400,省广集团,L72商务服务业
002401,中远海科,I65软件和信息技术服务业
002402,和而泰,C39计算机、通信和其他电子设备制造业
002403,爱仕达,C33金属制品业
002404,嘉欣丝绸,C18纺织服装、服饰业
002405,四维图新,I65软件和信息技术服务业
002406,远东传动,C36汽车制造业
002407,多氟多,C26化学原料和化学制品制造业
002408,齐翔腾达,C26化学原料和化学制品制造业
002409,雅克科技,C26化学原料和化学制品制造业
002410,广联达,I65软件和信息技术服务业
002412,汉森制药,C27医药制造业
002413,雷科防务,C39计算机、通信和其他电子设备制造业
002414,高德红外,C39计算机、通信和其他电子设备制造业
002415,海康威视,C39计算机、通信和其他电子设备制造业
002416,爱施德,F51批发业
002418,康盛股份,C34通用设备制造业
002419,天虹股份,F52零售业
002420,毅昌科技,C29橡胶和塑料制品业
002421,达实智能,I65软件和信息技术服务业
002422,科伦药业,C27医药制造业
002423,中粮资本,J68保险业
002424,ST百灵,C27医药制造业
002425,凯撒文化,I64互联网和相关服务
002426,胜利精密,C39计算机、通信和其他电子设备制造业
002427,尤夫股份,C28化学纤维制造业
002428,云南锗业,C32有色金属冶炼和压延加工业
002429,兆驰股份,C39计算机、通信和其他电子设备制造业
002430,杭氧股份,C35专用设备制造业
002431,ST棕榈,E48土木工程建筑业
002432,九安医疗,C35专用设备制造业
002434,万里扬,C36汽车制造业
002436,兴森科技,C39计算机、通信和其他电子设备制造业
002437,誉衡药业,C27医药制造业
002438,江苏神通,C34通用设备制造业
002439,启明星辰,I65软件和信息技术服务业
002440,闰土股份,C26化学原料和化学制品制造业
002441,众业达,F51批发业
002442,龙星科技,C26化学原料和化学制品制造业
002443,金洲管道,C33金属制品业
002444,巨星科技,C33金属制品业
002445,中南文化,C33金属制品业
002446,盛路通信,C39计算机、通信和其他电子设备制造业
002448,中原内配,C36汽车制造业
002449,国星光电,C39计算机、通信和其他电子设备制造业
002451,摩恩电气,C38电气机械和器材制造业
002452,长高电气,C38电气机械和器材制造业
002453,华软科技,C26化学原料和化学制品制造业
002454,松芝股份,C36汽车制造业
002455,百川股份,C26化学原料和化学制品制造业
002456,欧菲光,C39计算机、通信和其他电子设备制造业
002457,青龙管业,C30非金属矿物制品业
002458,益生股份,A03畜牧业
002459,晶澳科技,C38电气机械和器材制造业
002460,赣锋锂业,C32有色金属冶炼和压延加工业
002461,珠江啤酒,C15酒、饮料和精制茶制造业
002462,嘉事堂,F51批发业
002463,沪电股份,C39计算机、通信和其他电子设备制造业
002465,海格通信,C39计算机、通信和其他电子设备制造业
002466,天齐锂业,C32有色金属冶炼和压延加工业
002467,二六三,I64互联网和相关服务
002468,申通快递,G60邮政业
002469,三维化学,C26化学原料和化学制品制造业
002470,金正大,C26化学原料和化学制品制造业
002471,中超控股,C38电气机械和器材制造业
002472,双环传动,C36汽车制造业
002474,榕基软件,I65软件和信息技术服务业
002475,立讯精密,C39计算机、通信和其他电子设备制造业
002476,新叶股份,C26化学原料和化学制品制造业
002478,常宝股份,C33金属制品业
002479,富春环保,D44电力、热力生产和供应业
002480,新筑股份,C34通用设备制造业
002481,双塔食品,C14食品制造业
002482,广田集团,E50建筑装饰、装修和其他建筑业
002483,润邦股份,C34通用设备制造业
002484,江海股份,C39计算机、通信和其他电子设备制造业
002485,ST雪发,L72商务服务业
002486,嘉麟杰,C18纺织服装、服饰业
002487,大金重工,C33金属制品业
002488,金固股份,C36汽车制造业
002489,浙江永强,C21家具制造业
002490,山东墨龙,C35专用设备制造业
002491,通鼎互联,C38电气机械和器材制造业
002492,恒基达鑫,G59装卸搬运和仓储业
002493,荣盛石化,C26化学原料和化学制品制造业
002494,华斯股份,C19皮革、毛皮、羽毛及其制品和制鞋业
002495,佳隆股份,C14食品制造业
002496,辉丰股份,C26化学原料和化学制品制造业
002497,雅化集团,C32有色金属冶炼和压延加工业
002498,汉缆股份,C38电气机械和器材制造业
002500,山西证券,J67资本市场服务
002501,*ST利源,C32有色金属冶炼和压延加工业
002506,协鑫集成,C38电气机械和器材制造业
002507,涪陵榨菜,C14食品制造业
002508,老板电器,C38电气机械和器材制造业
002510,天汽模,C36汽车制造业
002511,中顺洁柔,C22造纸和纸制品业
002512,ST达华,C39计算机、通信和其他电子设备制造业
002513,蓝丰生化,C38电气机械和器材制造业
002514,*ST宝馨,C33金属制品业
002515,金字火腿,C13农副食品加工业
002516,旷达科技,C17纺织业
002517,恺英网络,I64互联网和相关服务
002518,科士达,C38电气机械和器材制造业
002519,银河电子,C39计算机、通信和其他电子设备制造业
002520,日发精机,C34通用设备制造业
002521,齐峰新材,C22造纸和纸制品业
002522,浙江众成,C29橡胶和塑料制品业
002523,天桥起重,C34通用设备制造业
002524,光正眼科,Q84卫生
002526,山东矿机,C35专用设备制造业
002527,新时达,C34通用设备制造业
002528,*ST英飞,C39计算机、通信和其他电子设备制造业
002529,海源复材,C34通用设备制造业
002530,金财互联,C33金属制品业
002531,天顺风能,C38电气机械和器材制造业
002532,天山铝业,C32有色金属冶炼和压延加工业
002533,金杯电工,C38电气机械和器材制造业
002534,西子洁能,C34通用设备制造业
002535,林州重机,C35专用设备制造业
002536,飞龙股份,C36汽车制造业
002537,海联金汇,C36汽车制造业
002538,ST司特,C26化学原料和化学制品制造业
002539,云图控股,C26化学原料和化学制品制造业
002540,亚太科技,C32有色金属冶炼和压延加工业
002541,鸿路钢构,C33金属制品业
002542,*ST中岩,E48土木工程建筑业
002543,万和电气,C38电气机械和器材制造业
002544,普天科技,I65软件和信息技术服务业
002545,东方铁塔,C26化学原料和化学制品制造业
002546,新联电子,C40仪器仪表制造业
002547,*ST春兴,C33金属制品业
002548,金新农,C13农副食品加工业
002549,凯美特气,N77生态保护和环境治理业
002550,千红制药,C27医药制造业
002551,尚荣医疗,C35专用设备制造业
002552,宝鼎科技,C39计算机、通信和其他电子设备制造业
002553,南方精工,C36汽车制造业
002554,惠博普,B11开采专业及辅助性活动
002555,三七互娱,I64互联网和相关服务
002556,辉隆股份,F52零售业
002557,洽洽食品,C13农副食品加工业
002558,巨人网络,I64互联网和相关服务
002559,亚威股份,C34通用设备制造业
002560,通达股份,C38电气机械和器材制造业
002561,徐家汇,F52零售业
002562,兄弟科技,C27医药制造业
002563,森马服饰,C18纺织服装、服饰业
002564,天沃科技,C35专用设备制造业
002565,顺灏股份,C22造纸和纸制品业
002566,益盛药业,C27医药制造业
002567,唐人神,C13农副食品加工业
002568,百润股份,C15酒、饮料和精制茶制造业
002569,*ST步森,C18纺织服装、服饰业
002570,贝因美,C14食品制造业
002571,德力股份,C30非金属矿物制品业
002572,索菲亚,C21家具制造业
002573,清新环境,N77生态保护和环境治理业
002574,明牌珠宝,C24文教、工美、体育和娱乐用品制造业
002575,群兴玩具,F51批发业
002576,通达动力,C38电气机械和器材制造业
002577,雷柏科技,C39计算机、通信和其他电子设备制造业
002578,闽发铝业,C32有色金属冶炼和压延加工业
002579,中京电子,C39计算机、通信和其他电子设备制造业
002580,圣阳股份,C38电气机械和器材制造业
002581,*ST未名,C27医药制造业
002582,好想你,C13农副食品加工业
002583,海能达,C39计算机、通信和其他电子设备制造业
002584,西陇科学,C26化学原料和化学制品制造业
002585,双星新材,C29橡胶和塑料制品业
002586,ST围海,E48土木工程建筑业
002587,奥拓电子,C39计算机、通信和其他电子设备制造业
002588,史丹利,C26化学原料和化学制品制造业
002589,瑞康医药,F51批发业
002590,万安科技,C36汽车制造业
002591,恒大高新,C26化学原料和化学制品制造业
002592,ST八菱,C36汽车制造业
002593,日上集团,C36汽车制造业
002594,比亚迪,C36汽车制造业
002595,豪迈科技,C35专用设备制造业
002596,海南瑞泽,C30非金属矿物制品业
002597,金禾实业,C14食品制造业
002598,ST章鼓,C34通用设备制造业
002599,盛通股份,C23印刷和记录媒介复制业
002600,领益智造,C39计算机、通信和其他电子设备制造业
002601,龙佰集团,C26化学原料和化学制品制造业
002602,世纪华通,I64互联网和相关服务
002603,以岭药业,C27医药制造业
002605,姚记科技,I64互联网和相关服务
002606,大连电瓷,C38电气机械和器材制造业
002607,中公教育,P83教育
002608,江苏国信,D44电力、热力生产和供应业
002609,捷顺科技,I65软件和信息技术服务业
002611,东方精工,C35专用设备制造业
002612,朗姿股份,C18纺织服装、服饰业
002613,北玻股份,C35专用设备制造业
002614,奥佳华,C38电气机械和器材制造业
002615,哈尔斯,C33金属制品业
002616,长青集团,N77生态保护和环境治理业
002617,露笑科技,C38电气机械和器材制造业
002620,*ST瑞和,E50建筑装饰、装修和其他建筑业
002622,皓宸医疗,Q84卫生
002623,亚玛顿,C30非金属矿物制品业
002624,完美世界,I64互联网和相关服务
002625,光启技术,C37铁路、船舶、航空航天和其他运输设备制造业
002626,金达威,C14食品制造业
002627,三峡旅游,N78公共设施管理业
002628,成都路桥,E48土木工程建筑业
002629,仁智股份,B11开采专业及辅助性活动
002630,*ST华西,C34通用设备制造业
002631,德尔未来,C20木材加工和木、竹、藤、棕、草制品业
002632,道明光学,C26化学原料和化学制品制造业
002633,申科股份,C34通用设备制造业
002634,*ST棒杰,C18纺织服装、服饰业
002635,安洁科技,C39计算机、通信和其他电子设备制造业
002636,金安国纪,C39计算机、通信和其他电子设备制造业
002637,赞宇科技,C26化学原料和化学制品制造业
002638,勤上股份,C38电气机械和器材制造业
002639,雪人集团,C34通用设备制造业
002640,跨境通,F52零售业
002641,公元股份,C29橡胶和塑料制品业
002642,荣联科技,I65软件和信息技术服务业
002643,万润股份,C26化学原料和化学制品制造业
002644,佛慈制药,C27医药制造业
002645,华宏科技,C42废弃资源综合利用业
002646,天佑德酒,C15酒、饮料和精制茶制造业
002647,仁东控股,J69其他金融业
002648,卫星化学,C26化学原料和化学制品制造业
002649,博彦科技,I65软件和信息技术服务业
002650,ST加加,C14食品制造业
002651,利君股份,C35专用设备制造业
002652,扬子新材,C33金属制品业
002653,海思科,C27医药制造业
002654,万润科技,L72商务服务业
002655,共达电声,C39计算机、通信和其他电子设备制造业
002656,*ST摩登,C18纺织服装、服饰业
002657,中科金财,I65软件和信息技术服务业
002658,雪迪龙,C40仪器仪表制造业
002659,凯文教育,P83教育
002660,茂硕电源,C39计算机、通信和其他电子设备制造业
002661,克明食品,C14食品制造业
002662,峰璟股份,C36汽车制造业
002663,普邦股份,E48土木工程建筑业
002664,信质集团,C36汽车制造业
002666,德联集团,C26化学原料和化学制品制造业
002667,*ST威领,C32有色金属冶炼和压延加工业
002668,TCL智家,C38电气机械和器材制造业
002669,康达新材,C26化学原料和化学制品制造业
002670,国盛证券,J67资本市场服务
002671,龙泉股份,C30非金属矿物制品业
002672,东江环保,C42废弃资源综合利用业
002673,西部证券,J67资本市场服务
002674,兴业科技,C19皮革、毛皮、羽毛及其制品和制鞋业
002675,东诚药业,C27医药制造业
002676,顺威股份,C29橡胶和塑料制品业
002677,浙江美大,C38电气机械和器材制造业
002678,珠江钢琴,C24文教、工美、体育和娱乐用品制造业
002679,福建金森,A02林业
002681,奋达科技,C39计算机、通信和其他电子设备制造业
002682,龙洲股份,G54道路运输业
002683,广东宏大,B11开采专业及辅助性活动
002685,华东重机,C34通用设备制造业
002686,亿利达,C34通用设备制造业
002687,乔治白,C18纺织服装、服饰业
002688,金河生物,C27医药制造业
002689,ST远智,C34通用设备制造业
002690,美亚光电,C35专用设备制造业
002691,*ST冀凯,C35专用设备制造业
002692,远程股份,C38电气机械和器材制造业
002693,双成药业,C27医药制造业
002694,*ST顾地,C29橡胶和塑料制品业
002695,煌上煌,C13农副食品加工业
002696,百洋股份,C13农副食品加工业
002697,红旗连锁,F52零售业
002698,博实股份,C34通用设备制造业
002700,万憬能源,D45燃气生产和供应业
002701,奥瑞金,C33金属制品业
002702,海欣食品,C13农副食品加工业
002703,浙江世宝,C36汽车制造业
002705,新宝股份,C38电气机械和器材制造业
002706,良信股份,C38电气机械和器材制造业
002707,众信旅游,L72商务服务业
002708,光洋股份,C36汽车制造业
002709,天赐材料,C39计算机、通信和其他电子设备制造业
002712,思美传媒,L72商务服务业
002713,*ST东易,E50建筑装饰、装修和其他建筑业
002714,牧原股份,A03畜牧业
002715,登云股份,C36汽车制造业
002716,湖南白银,C32有色金属冶炼和压延加工业
002717,*ST岭南,N77生态保护和环境治理业
002718,友邦吊顶,C41其他制造业
002719,ST麦趣,C14食品制造业
002721,金一文化,C24文教、工美、体育和娱乐用品制造业
002722,物产金轮,C33金属制品业
002723,小崧股份,C38电气机械和器材制造业
002724,海洋王,C38电气机械和器材制造业
002725,跃岭股份,C36汽车制造业
002726,ST龙大,C13农副食品加工业
002727,一心堂,F52零售业
002728,特一药业,C27医药制造业
002729,好利科技,C39计算机、通信和其他电子设备制造业
002730,电光科技,C35专用设备制造业
002731,ST萃华,C24文教、工美、体育和娱乐用品制造业
002732,燕塘乳业,C14食品制造业
002733,雄韬股份,C38电气机械和器材制造业
002734,利民股份,C26化学原料和化学制品制造业
002735,王子新材,C29橡胶和塑料制品业
002736,国信证券,J67资本市场服务
002737,葵花药业,C27医药制造业
002738,中矿资源,C32有色金属冶炼和压延加工业
002739,儒意电影,R87广播、电视、电影和录音制作业
002741,光华科技,C39计算机、通信和其他电子设备制造业
002742,冀衡医药,C30非金属矿物制品业
002743,富煌钢构,C33金属制品业
002745,木林森,C38电气机械和器材制造业
002746,仙坛股份,C13农副食品加工业
002747,埃斯顿,C34通用设备制造业
002748,世龙实业,C26化学原料和化学制品制造业
002749,国光股份,C26化学原料和化学制品制造业
002752,昇兴股份,C33金属制品业
002753,永东股份,C26化学原料和化学制品制造业
002755,奥赛康,C27医药制造业
002756,永兴材料,C32有色金属冶炼和压延加工业
002757,南兴股份,C35专用设备制造业
002758,浙农股份,F51批发业
002759,天际股份,C26化学原料和化学制品制造业
002760,凤形股份,C33金属制品业
002761,浙江建投,E48土木工程建筑业
002762,金发拉比,C18纺织服装、服饰业
002763,汇洁股份,C18纺织服装、服饰业
002765,蓝黛科技,C36汽车制造业
002766,索菱股份,C39计算机、通信和其他电子设备制造业
002767,先锋电子,C40仪器仪表制造业
002768,国恩股份,C29橡胶和塑料制品业
002769,普路通,L72商务服务业
002771,真视通,I65软件和信息技术服务业
002772,众兴菌业,A01农业
002773,康弘药业,C27医药制造业
002774,快意电梯,C34通用设备制造业
002775,文科股份,E48土木工程建筑业
002777,久远银海,I65软件和信息技术服务业
002778,中晟高科,C25石油、煤炭及其他燃料加工业
002779,中坚科技,C35专用设备制造业
002780,三夫户外,F52零售业
002782,可立克,C39计算机、通信和其他电子设备制造业
002783,凯龙股份,C26化学原料和化学制品制造业
002785,万里石,C30非金属矿物制品业
002786,银宝山新,C35专用设备制造业
002787,华源控股,C33金属制品业
002788,鹭燕医药,F51批发业
002789,*ST建艺,E50建筑装饰、装修和其他建筑业
002790,瑞尔特,C29橡胶和塑料制品业
002791,坚朗五金,C33金属制品业
002792,通宇通讯,C39计算机、通信和其他电子设备制造业
002793,罗欣药业,C27医药制造业
002795,永和智控,C34通用设备制造业
002796,世嘉科技,C39计算机、通信和其他电子设备制造业
002797,第一创业,J67资本市场服务
002798,帝欧水华,C30非金属矿物制品业
002799,环球印务,C22造纸和纸制品业
002800,天顺股份,G54道路运输业
002801,微光股份,C38电气机械和器材制造业
002802,洪汇新材,C26化学原料和化学制品制造业
002803,吉宏股份,F52零售业
002805,丰元股份,C39计算机、通信和其他电子设备制造业
002806,华锋股份,C39计算机、通信和其他电子设备制造业
002807,江阴银行,J66货币金融服务
002809,红墙股份,C26化学原料和化学制品制造业
002810,山东赫达,C26化学原料和化学制品制造业
002811,郑中设计,M74专业技术服务业
002812,恩捷股份,C29橡胶和塑料制品业
002813,路畅科技,C39计算机、通信和其他电子设备制造业
002815,崇达技术,C39计算机、通信和其他电子设备制造业
002816,*ST和科,C34通用设备制造业
002817,黄山胶囊,C27医药制造业
002818,富森美,L72商务服务业
002819,东方中科,F51批发业
002820,桂发祥,C14食品制造业
002821,凯莱英,C27医药制造业
002822,ST中装,E50建筑装饰、装修和其他建筑业
002823,凯中精密,C38电气机械和器材制造业
002824,和胜股份,C36汽车制造业
002825,纳尔股份,C29橡胶和塑料制品业
002826,易明医药,C27医药制造业
002827,高争民爆,C26化学原料和化学制品制造业
002828,贝肯能源,B11开采专业及辅助性活动
002829,星网宇达,C37铁路、船舶、航空航天和其他运输设备制造业
002830,名雕股份,E50建筑装饰、装修和其他建筑业
002831,裕同科技,C22造纸和纸制品业
002832,比音勒芬,C18纺织服装、服饰业
002833,弘亚数控,C35专用设备制造业
