code,name,sector
000410,沈阳机床,C34通用设备制造业
000411,英特集团,F51批发业
000415,渤海租赁,L71租赁业
000417,合百集团,F52零售业
000419,通程控股,F52零售业
000420,吉林化纤,C28化学纤维制造业
000421,南京公用,D45燃气生产和供应业
000422,湖北宜化,C26化学原料和化学制品制造业
000423,东阿阿胶,C27医药制造业
000425,徐工机械,C35专用设备制造业
000426,兴业银锡,B09有色金属矿采选业
000428,华天酒店,H61住宿业
000429,粤高速A,G54道路运输业
000430,张家界,N78公共设施管理业
000488,ST晨鸣,C22造纸和纸制品业
000498,山东路桥,E48土木工程建筑业
000501,武商集团,F52零售业
000503,国新健康,I64互联网和相关服务
000504,南华生物,M75科技推广和应用服务业
000505,京粮控股,C13农副食品加工业
000506,招金黄金,B09有色金属矿采选业
000507,珠海港,G55水上运输业
000509,华塑控股,C39计算机、通信和其他电子设备制造业
000510,新金路,C26化学原料和化学制品制造业
000513,丽珠集团,C27医药制造业
000514,渝开发,K70房地产业
000516,国际医学,Q84卫生
000517,荣安地产,K70房地产业
000518,四环生物,C27医药制造业
000519,中兵红箭,C35专用设备制造业
000520,凤凰航运,G55水上运输业
000521,长虹美菱,C38电气机械和器材制造业
000523,红棉股份,C13农副食品加工业
000524,岭南控股,L72商务服务业
000525,红太阳,C26化学原料和化学制品制造业
000526,学大教育,P83教育
000528,柳工,C35专用设备制造业
000529,广弘控股,C13农副食品加工业
000530,冰山冷热,C34通用设备制造业
000531,穗恒运A,D44电力、热力生产和供应业
000532,华金资本,S91综合
000533,顺钠股份,C38电气机械和器材制造业
000534,万泽股份,C27医药制造业
000536,华映科技,C39计算机、通信和其他电子设备制造业
000537,绿发电力,D44电力、热力生产和供应业
000538,云南白药,C27医药制造业
000539,粤电力A,D44电力、热力生产和供应业
000541,佛山照明,C38电气机械和器材制造业
000543,皖能电力,D44电力、热力生产和供应业
000544,中原环保,D46水的生产和供应业
000545,金浦钛业,C26化学原料和化学制品制造业
000546,金圆股份,C42废弃资源综合利用业
000547,航天发展,C39计算机、通信和其他电子设备制造业
000548,湖南投资,G54道路运输业
000550,江铃汽车,C36汽车制造业
000551,创元科技,C35专用设备制造业
000552,甘肃能化,B06煤炭开采和洗选业
000553,安道麦A,C26化学原料和化学制品制造业
000554,泰山石油,F51批发业
000555,神州信息,I65软件和信息技术服务业
000557,西部创业,G53铁路运输业
000558,天府文旅,N78公共设施管理业
000559,万向钱潮,C36汽车制造业
000560,我爱我家,K70房地产业
000561,烽火电子,C39计算机、通信和其他电子设备制造业
000563,陕国投A,J69其他金融业
000564,供销大集,F52零售业
000565,渝三峡A,C26化学原料和化学制品制造业
000566,海南海药,C27医药制造业
000567,海德股份,J69其他金融业
000568,泸州老窖,C15酒、饮料和精制茶制造业
000570,苏常柴A,C34通用设备制造业
000571,新大洲A,B06煤炭开采和洗选业
000572,海马汽车,C36汽车制造业
000573,粤宏远A,C42废弃资源综合利用业
000576,甘化科工,C39计算机、通信和其他电子设备制造业
000581,威孚高科,C36汽车制造业
000582,北部湾港,G55水上运输业
000586,汇源通信,C38电气机械和器材制造业
000589,贵州轮胎,C29橡胶和塑料制品业
000590,古汉医药,C27医药制造业
000591,太阳能,D44电力、热力生产和供应业
000592,平潭发展,C20木材加工和木、竹、藤、棕、草制品业
000593,德龙汇能,D45燃气生产和供应业
000595,*ST宝实,C34通用设备制造业
000596,古井贡酒,C15酒、饮料和精制茶制造业
000597,东北制药,C27医药制造业
000598,兴蓉环境,D46水的生产和供应业
000599,青岛双星,C29橡胶和塑料制品业
000600,建投能源,D44电力、热力生产和供应业
000601,韶能股份,D44电力、热力生产和供应业
000603,盛达资源,B09有色金属矿采选业
000605,渤海股份,D46水的生产和供应业
000607,华媒控股,L72商务服务业
000608,阳光股份,K70房地产业
000609,*ST中迪,S91综合
000610,*ST西旅,L72商务服务业
000612,焦作万方,C32有色金属冶炼和压延加工业
000615,*ST美谷,Q84卫生
000617,中油资本,J66货币金融服务
000619,海螺新材,C29橡胶和塑料制品业
000620,盈新发展,K70房地产业
000623,吉林敖东,C27医药制造业
000625,长安汽车,C36汽车制造业
000626,远大控股,F51批发业
000628,高新发展,E47房屋建筑业
000629,钒钛股份,C32有色金属冶炼和压延加工业
000630,铜陵有色,C32有色金属冶炼和压延加工业
000631,顺发恒能,K70房地产业
000632,ST三木,F51批发业
000633,合金投资,C32有色金属冶炼和压延加工业
000635,英力特,C26化学原料和化学制品制造业
000636,风华高科,C39计算机、通信和其他电子设备制造业
000637,茂化实华,C26化学原料和化学制品制造业
000639,ST西王,C13农副食品加工业
000650,仁和药业,C27医药制造业
000651,格力电器,C38电气机械和器材制造业
000652,泰达股份,F51批发业
000655,金岭矿业,B08黑色金属矿采选业
000656,*ST金科,K70房地产业
000657,中钨高新,C33金属制品业
000659,珠海中富,C29橡胶和塑料制品业
000661,长春高新,C27医药制造业
000663,永安林业,A02林业
000665,湖北广电,I63电信、广播电视和卫星传输服务
000668,荣丰控股,K70房地产业
000669,ST金鸿,D45燃气生产和供应业
000670,盈方微,F51批发业
000672,上峰材料,C30非金属矿物制品业
000676,智度股份,L72商务服务业
000677,ST海龙,C17纺织业
000678,襄阳轴承,C36汽车制造业
000679,大连友谊,F52零售业
000680,山推股份,C35专用设备制造业
000681,视觉中国,I64互联网和相关服务
000682,东方电子,I65软件和信息技术服务业
