rank,code,name,sector,sector_type,sector_rank,sector_heat_score,sector_is_mainline,score,score_breakdown,trend_score,fund_score,volume_score,strength_score,risk_penalty,ma20_score,ma_score,breakout_score,risk_score,market_cap_score,sector_heat_bonus,close,ma5,ma10,ma20,volume_ratio,turnover_rate,amount,breakout_margin,sector_pct_change,sector_main_net_inflow,main_net_inflow,main_net_inflow_5d,circulating_market_cap,buy_range,stop_loss,first_target,reasons,risks,action
1,000603,盛达资源,B09有色金属矿采选业,行业,0,0.0,False,66.1,"{'MA20评分': 30.0, '均线评分': 25.0, '量能评分': 12.2, '突破评分': 5.8, '市值评分': 3.0, '板块热度': 2.5, '资金评分': 10.0, '风险扣分': -10.3, '市场风格调整': -2.0}",55.0,10.0,12.16,5.77,10.29,30.0,25.0,5.77,-10.29,3.0,2.5,31.3,27.614,26.094,23.656,2.227,18.146,3822800916.94,0.0738,0.0,0.0,0.0,0.0,20868223320.0,30.83 - 31.77,23.3,33.8,收盘价高于20日均线32.3%；均线多头排列，MA5/MA10距离5.8%，MA10/MA20距离10.3%；成交量为5日均量2.23倍；成交量为10日均量1.98倍；突破近20日高点；OBV趋势向上；行业B09有色金属矿采选业热度评分0.00,距离20日均线过远扣10.0分；波动异常扣0.3分；科技成长占优，低位权重降权,今日无高确定性机会，建议空仓观察。
2,000889,中嘉博创,I65软件和信息技术服务业,行业,0,0.0,False,65.9,"{'MA20评分': 28.2, '均线评分': 24.9, '量能评分': 10.0, '突破评分': 2.7, '市值评分': 0.0, '板块热度': 3.1, '资金评分': 5.6, '风险扣分': -5.2, '市场风格调整': 2.0}",53.19,5.65,10.03,2.74,5.17,28.24,24.94,2.74,-5.17,0.0,3.12,4.12,3.878,3.745,3.568,2.38,16.356,587151608.62,-0.0096,0.0,0.0,0.0,0.0,3583761812.0,4.06 - 4.18,3.51,4.45,收盘价高于20日均线15.5%；均线多头排列，MA5/MA10距离3.6%，MA10/MA20距离5.0%；成交量为5日均量2.38倍；成交量为10日均量1.87倍；OBV趋势向上；行业I65软件和信息技术服务业热度评分0.00；科技成长主线占优，顺势加分,距离20日均线过远扣1.9分；当日长上影线明显扣3.2分,今日无高确定性机会，建议空仓观察。
3,000839,国安股份,I65软件和信息技术服务业,行业,0,0.0,False,65.3,"{'MA20评分': 26.6, '均线评分': 25.0, '量能评分': 8.2, '突破评分': 4.9, '市值评分': 3.0, '板块热度': 3.1, '资金评分': 14.4, '风险扣分': -7.4, '市场风格调整': 2.0}",51.57,14.39,8.18,4.92,7.44,26.57,25.0,4.92,-7.44,3.0,3.12,3.14,2.87,2.755,2.604,1.801,7.179,841371438.47,0.0502,0.0,0.0,0.0,0.0,12308254896.0,3.09 - 3.19,2.56,3.39,收盘价高于20日均线20.6%；均线多头排列，MA5/MA10距离4.2%，MA10/MA20距离5.8%；成交量为5日均量1.80倍；成交量为10日均量1.84倍；突破近20日高点；OBV趋势向上；OBV接近或创阶段新高；行业I65软件和信息技术服务业热度评分0.00；科技成长主线占优，顺势加分,距离20日均线过远扣4.8分；连续涨停风险扣2.7分,今日无高确定性机会，建议空仓观察。
4,002649,博彦科技,I65软件和信息技术服务业,行业,0,0.0,False,64.7,"{'MA20评分': 30.0, '均线评分': 23.1, '量能评分': 12.8, '突破评分': 7.5, '市值评分': 0.0, '板块热度': 3.1, '资金评分': 15.0, '风险扣分': -13.8, '市场风格调整': 2.0}",53.04,15.0,12.81,7.5,13.76,29.96,23.08,7.5,-13.76,0.0,3.12,11.29,9.854,9.247,8.878,3.284,10.47,623599747.62,0.1004,0.0,0.0,0.0,0.0,6055561979.0,11.12 - 11.46,8.74,12.19,收盘价高于20日均线27.2%；均线多头排列，MA5/MA10距离6.6%，MA10/MA20距离4.2%；成交量为5日均量3.28倍；成交量为10日均量4.15倍；突破近20日高点；接近或突破近60日高点；OBV趋势向上；OBV接近或创阶段新高；行业I65软件和信息技术服务业热度评分0.00；科技成长主线占优，顺势加分,距离20日均线过远扣8.4分；连续涨停风险扣5.3分,今日无高确定性机会，建议空仓观察。
5,600354,敦煌种业,A05农、林、牧、渔专业及辅助性活动,行业,0,0.0,False,64.5,"{'MA20评分': 27.0, '均线评分': 19.0, '量能评分': 12.4, '突破评分': 5.8, '市值评分': 0.0, '板块热度': 0.6, '资金评分': 13.9, '风险扣分': -0.4, '市场风格调整': 0.0}",46.02,13.89,12.45,5.8,0.36,27.04,18.97,5.8,-0.36,0.0,0.62,6.42,6.068,5.945,5.699,3.166,18.505,614221649.0,0.0422,0.0,0.0,0.0,0.0,3388489482.0,6.32 - 6.52,5.61,6.93,收盘价高于20日均线12.7%；均线多头排列，MA5/MA10距离2.1%，MA10/MA20距离4.3%；成交量为5日均量3.17倍；成交量为10日均量2.67倍；突破近20日高点；接近或突破近60日高点；OBV趋势向上；OBV接近或创阶段新高；行业A05农、林、牧、渔专业及辅助性活动热度评分0.00,距离20日均线过远扣0.4分,今日无高确定性机会，建议空仓观察。
6,001337,四川黄金,B09有色金属矿采选业,行业,0,0.0,False,63.3,"{'MA20评分': 23.9, '均线评分': 25.0, '量能评分': 10.2, '突破评分': 4.6, '市值评分': 3.0, '板块热度': 2.5, '资金评分': 13.8, '风险扣分': -3.9, '市场风格调整': -2.0}",48.87,13.76,10.25,4.55,3.86,23.87,25.0,4.55,-3.86,3.0,2.5,45.01,41.396,39.927,37.842,1.863,7.929,1507054131.94,0.0402,0.0,0.0,0.0,0.0,18904200000.0,44.33 - 45.69,37.27,48.61,收盘价高于20日均线18.9%；均线多头排列，MA5/MA10距离3.7%，MA10/MA20距离5.5%；成交量为5日均量1.86倍；成交量为10日均量1.86倍；突破近20日高点；OBV趋势向上；OBV接近或创阶段新高；行业B09有色金属矿采选业热度评分0.00,距离20日均线过远扣3.9分；科技成长占优，低位权重降权,今日无高确定性机会，建议空仓观察。
7,600611,大众交通,G54道路运输业,行业,0,0.0,False,62.6,"{'MA20评分': 28.6, '均线评分': 24.1, '量能评分': 14.4, '突破评分': 4.6, '市值评分': 0.0, '板块热度': 0.6, '资金评分': 8.9, '风险扣分': -9.7, '市场风格调整': 0.0}",52.69,8.92,14.42,4.64,9.73,28.57,24.12,4.64,-9.73,0.0,0.62,4.89,4.436,4.228,4.042,4.426,16.601,1269976609.0,0.0426,0.0,0.0,0.0,0.0,7644617196.0,4.82 - 4.96,3.98,5.28,收盘价高于20日均线21.0%；均线多头排列，MA5/MA10距离4.9%，MA10/MA20距离4.6%；成交量为5日均量4.43倍；成交量为10日均量4.22倍；突破近20日高点；OBV趋势向上；行业G54道路运输业热度评分0.00,距离20日均线过远扣5.0分；当日长上影线明显扣4.7分,今日无高确定性机会，建议空仓观察。
8,000676,智度股份,L72商务服务业,行业,0,0.0,False,62.2,"{'MA20评分': 29.7, '均线评分': 25.0, '量能评分': 3.8, '突破评分': 1.7, '市值评分': 0.0, '板块热度': 2.5, '资金评分': 10.0, '风险扣分': -0.5, '市场风格调整': 0.0}",54.72,10.0,3.81,1.73,0.53,29.72,25.0,1.73,-0.53,0.0,2.5,7.5,7.614,7.309,6.724,0.75,10.742,1025467507.94,-0.0554,0.0,0.0,0.0,0.0,9442713750.0,7.39 - 7.61,6.62,8.1,收盘价高于20日均线11.5%；均线多头排列，MA5/MA10距离4.2%，MA10/MA20距离8.7%；OBV趋势向上；OBV接近或创阶段新高；行业L72商务服务业热度评分0.00,波动异常扣0.5分,今日无高确定性机会，建议空仓观察。
9,002766,索菱股份,C39计算机、通信和其他电子设备制造业,行业,0,0.0,False,61.9,"{'MA20评分': 26.1, '均线评分': 23.3, '量能评分': 12.6, '突破评分': 3.4, '市值评分': 0.0, '板块热度': 1.9, '资金评分': 6.8, '风险扣分': -7.4, '市场风格调整': 2.0}",49.41,6.82,12.62,3.42,7.43,26.13,23.28,3.42,-7.43,0.0,1.88,4.43,4.14,3.906,3.747,4.821,13.884,548274347.76,0.0091,0.0,0.0,0.0,0.0,3796412983.0000005,4.36 - 4.50,3.69,4.78,收盘价高于20日均线18.2%；均线多头排列，MA5/MA10距离6.0%，MA10/MA20距离4.2%；成交量为5日均量4.82倍；成交量为10日均量5.02倍；突破近20日高点；OBV趋势向上；行业C39计算机、通信和其他电子设备制造业热度评分0.00；科技成长主线占优，顺势加分,距离20日均线过远扣3.5分；当日放量滞涨扣4.0分,今日无高确定性机会，建议空仓观察。
10,002703,浙江世宝,C36汽车制造业,行业,0,0.0,False,60.6,"{'MA20评分': 25.1, '均线评分': 25.0, '量能评分': 14.5, '突破评分': 3.2, '市值评分': 0.0, '板块热度': 1.9, '资金评分': 6.5, '风险扣分': -9.1, '市场风格调整': 0.0}",50.11,6.52,14.45,3.23,9.05,25.11,25.0,3.23,-9.05,0.0,1.88,16.35,15.348,14.226,13.347,2.314,20.538,2021982043.4099998,0.0043,0.0,0.0,0.0,0.0,9581886435.0,16.10 - 16.60,13.15,17.66,收盘价高于20日均线22.5%；均线多头排列，MA5/MA10距离7.9%，MA10/MA20距离6.6%；成交量为5日均量2.31倍；成交量为10日均量3.21倍；突破近20日高点；OBV趋势向上；行业C36汽车制造业热度评分0.00,最近10日涨幅过大扣0.4分；距离20日均线过远扣5.8分；当日放量滞涨扣2.8分,今日无高确定性机会，建议空仓观察。
