rank,code,name,sector,sector_type,sector_rank,sector_heat_score,sector_is_mainline,score,score_breakdown,trend_score,fund_score,volume_score,strength_score,risk_penalty,ma20_score,ma_score,breakout_score,risk_score,market_cap_score,sector_heat_bonus,close,ma5,ma10,ma20,volume_ratio,turnover_rate,amount,breakout_margin,sector_pct_change,sector_main_net_inflow,main_net_inflow,main_net_inflow_5d,circulating_market_cap,buy_range,stop_loss,first_target,reasons,risks,action
1,600737,中粮糖业,C13农副食品加工业,行业,0,0.0,False,69.2,"{'MA20评分': 26.0, '均线评分': 25.0, '量能评分': 9.7, '突破评分': 4.7, '市值评分': 6.0, '板块热度': 2.5, '资金评分': 11.4, '风险扣分': -4.7, '市场风格调整': 0.0}",51.02,11.37,9.7,4.66,4.66,26.02,25.0,4.66,-4.66,6.0,2.5,15.85,14.526,13.905,13.165,1.71,6.806,2223820999.0,0.0019,0.0,0.0,0.0,0.0,33900743970.0,15.61 - 16.09,12.97,17.12,收盘价高于20日均线20.4%；均线多头排列，MA5/MA10距离4.5%，MA10/MA20距离5.6%；成交量为5日均量1.71倍；成交量为10日均量1.93倍；突破近20日高点；接近或突破近60日高点；OBV趋势向上；OBV接近或创阶段新高；行业C13农副食品加工业热度评分0.00,距离20日均线过远扣4.7分,今日无高确定性机会，建议空仓观察。
2,002365,永安药业,C27医药制造业,行业,0,0.0,False,66.8,"{'MA20评分': 26.1, '均线评分': 25.0, '量能评分': 12.0, '突破评分': 6.6, '市值评分': 0.0, '板块热度': 3.1, '资金评分': 7.1, '风险扣分': -6.0, '市场风格调整': 0.0}",51.06,7.09,12.03,6.58,6.02,26.06,25.0,6.58,-6.02,0.0,3.12,15.76,14.6,14.092,13.353,2.321,29.808,1141291962.6499999,0.0135,0.0,0.0,0.0,0.0,3865746760.0,15.52 - 16.00,13.15,17.02,收盘价高于20日均线18.0%；均线多头排列，MA5/MA10距离3.6%，MA10/MA20距离5.5%；成交量为5日均量2.32倍；成交量为10日均量2.18倍；突破近20日高点；接近或突破近60日高点；接近或突破近120日高点；OBV趋势向上；行业C27医药制造业热度评分0.00,距离20日均线过远扣3.4分；连续涨停风险扣2.7分,今日无高确定性机会，建议空仓观察。
3,600330,天通股份,C39计算机、通信和其他电子设备制造业,行业,0,0.0,False,66.4,"{'MA20评分': 30.0, '均线评分': 25.0, '量能评分': 5.6, '突破评分': 2.0, '市值评分': 6.0, '板块热度': 5.0, '资金评分': 5.0, '风险扣分': -9.2, '市场风格调整': 2.0}",55.0,5.0,5.57,2.0,9.15,30.0,25.0,2.0,-9.15,6.0,5.0,27.89,27.278,25.458,21.91,0.892,11.278,3855686827.0,-0.0663,0.0,0.0,0.0,0.0,34400485416.0,27.47 - 28.31,21.58,30.12,收盘价高于20日均线27.3%；均线多头排列，MA5/MA10距离7.1%，MA10/MA20距离16.2%；OBV趋势向上；行业C39计算机、通信和其他电子设备制造业热度评分0.00；科技成长主线占优，顺势加分,距离20日均线过远扣8.5分；波动异常扣0.7分,今日无高确定性机会，建议空仓观察。
4,002637,赞宇科技,C26化学原料和化学制品制造业,行业,0,0.0,False,65.0,"{'MA20评分': 26.0, '均线评分': 22.0, '量能评分': 10.8, '突破评分': 3.6, '市值评分': 0.0, '板块热度': 4.4, '资金评分': 12.1, '风险扣分': -1.8, '市场风格调整': 0.0}",47.97,12.09,10.85,3.58,1.8,25.97,21.99,3.58,-1.8,0.0,4.38,12.1,11.314,11.034,10.5,2.07,9.373,523525207.83000004,0.0134,0.0,0.0,0.0,0.0,5626193459.0,11.92 - 12.28,10.34,13.07,收盘价高于20日均线15.2%；均线多头排列，MA5/MA10距离2.5%，MA10/MA20距离5.1%；成交量为5日均量2.07倍；成交量为10日均量2.68倍；突破近20日高点；OBV趋势向上；OBV接近或创阶段新高；行业C26化学原料和化学制品制造业热度评分0.00,距离20日均线过远扣1.8分,今日无高确定性机会，建议空仓观察。
5,603936,博敏电子,C39计算机、通信和其他电子设备制造业,行业,0,0.0,False,64.7,"{'MA20评分': 26.0, '均线评分': 25.0, '量能评分': 6.8, '突破评分': 2.0, '市值评分': 3.0, '板块热度': 5.0, '资金评分': 0.0, '风险扣分': -5.1, '市场风格调整': 2.0}",51.02,0.0,6.78,2.0,5.11,26.02,25.0,2.0,-5.11,3.0,5.0,17.54,17.55,16.517,14.878,1.068,12.855,1436174282.0,-0.1005,0.0,0.0,0.0,0.0,11057180920.0,17.28 - 17.80,14.65,18.94,收盘价高于20日均线17.9%；均线多头排列，MA5/MA10距离6.3%，MA10/MA20距离11.0%；成交量为5日均量1.07倍；成交量为10日均量1.26倍；行业C39计算机、通信和其他电子设备制造业热度评分0.00；科技成长主线占优，顺势加分,距离20日均线过远扣3.3分；当日长上影线明显扣1.7分；波动异常扣0.2分,今日无高确定性机会，建议空仓观察。
6,600216,浙江医药,C27医药制造业,行业,0,0.0,False,64.5,"{'MA20评分': 23.4, '均线评分': 24.3, '量能评分': 7.6, '突破评分': 4.6, '市值评分': 3.0, '板块热度': 3.1, '资金评分': 12.3, '风险扣分': -1.5, '市场风格调整': 0.0}",47.65,12.26,7.63,4.64,1.48,23.37,24.27,4.64,-1.48,3.0,3.12,14.52,13.748,13.313,12.664,1.277,8.778,1190721234.0,0.0161,0.0,0.0,0.0,0.0,13814175540.0,14.30 - 14.74,12.47,15.68,收盘价高于20日均线14.7%；均线多头排列，MA5/MA10距离3.3%，MA10/MA20距离5.1%；成交量为5日均量1.28倍；成交量为10日均量1.72倍；突破近20日高点；接近或突破近60日高点；OBV趋势向上；OBV接近或创阶段新高；行业C27医药制造业热度评分0.00,距离20日均线过远扣1.5分,今日无高确定性机会，建议空仓观察。
7,603881,数据港,I65软件和信息技术服务业,行业,0,0.0,False,64.4,"{'MA20评分': 22.4, '均线评分': 25.0, '量能评分': 8.9, '突破评分': 4.3, '市值评分': 3.0, '板块热度': 0.6, '资金评分': 13.4, '风险扣分': -1.8, '市场风格调整': 2.0}",47.44,13.39,8.86,4.34,1.79,22.44,25.0,4.34,-1.79,3.0,0.62,30.2,29.068,27.609,26.209,1.354,13.639,3456563840.0,0.0342,0.0,0.0,0.0,0.0,26033982480.0,29.75 - 30.65,25.82,32.62,收盘价高于20日均线15.2%；均线多头排列，MA5/MA10距离5.3%，MA10/MA20距离5.3%；成交量为5日均量1.35倍；成交量为10日均量1.69倍；突破近20日高点；OBV趋势向上；OBV接近或创阶段新高；行业I65软件和信息技术服务业热度评分0.00；科技成长主线占优，顺势加分,距离20日均线过远扣1.8分,今日无高确定性机会，建议空仓观察。
8,603773,沃格光电,C39计算机、通信和其他电子设备制造业,行业,0,0.0,False,64.4,"{'MA20评分': 25.4, '均线评分': 25.0, '量能评分': 6.5, '突破评分': 1.7, '市值评分': 3.0, '板块热度': 5.0, '资金评分': 0.0, '风险扣分': -4.2, '市场风格调整': 2.0}",50.42,0.0,6.47,1.72,4.24,25.42,25.0,1.72,-4.24,3.0,5.0,103.24,104.526,100.064,87.823,1.06,11.391,2656383346.0,-0.1191,0.0,0.0,0.0,0.0,23195818664.0,101.69 - 104.79,86.51,111.5,收盘价高于20日均线17.6%；均线多头排列，MA5/MA10距离4.5%，MA10/MA20距离13.9%；成交量为5日均量1.06倍；成交量为10日均量1.08倍；行业C39计算机、通信和其他电子设备制造业热度评分0.00；科技成长主线占优，顺势加分,距离20日均线过远扣3.1分；波动异常扣1.2分,今日无高确定性机会，建议空仓观察。
9,603113,金能科技,C26化学原料和化学制品制造业,行业,0,0.0,False,64.3,"{'MA20评分': 26.3, '均线评分': 21.1, '量能评分': 12.1, '突破评分': 7.4, '市值评分': 0.0, '板块热度': 4.4, '资金评分': 15.0, '风险扣分': -7.0, '市场风格调整': 0.0}",47.38,15.0,12.13,7.42,7.0,26.28,21.1,7.42,-7.0,0.0,4.38,5.55,4.908,4.758,4.585,5.382,9.33,420812276.0,0.0777,0.0,0.0,0.0,0.0,4709122830.0,5.47 - 5.63,4.52,5.99,收盘价高于20日均线21.0%；均线多头排列，MA5/MA10距离3.2%，MA10/MA20距离3.8%；成交量为5日均量5.38倍；成交量为10日均量6.46倍；突破近20日高点；接近或突破近60日高点；OBV趋势向上；OBV接近或创阶段新高；行业C26化学原料和化学制品制造业热度评分0.00,距离20日均线过远扣5.0分；成交额偏低扣2.0分,今日无高确定性机会，建议空仓观察。
10,603395,红四方,C26化学原料和化学制品制造业,行业,0,0.0,False,63.8,"{'MA20评分': 29.7, '均线评分': 21.2, '量能评分': 13.3, '突破评分': 6.6, '市值评分': 0.0, '板块热度': 4.4, '资金评分': 14.8, '风险扣分': -11.4, '市场风格调整': 0.0}",50.87,14.78,13.28,6.65,11.37,29.69,21.18,6.65,-11.37,0.0,4.38,30.64,26.348,24.333,23.551,5.514,43.718,811465751.0,0.0566,0.0,0.0,0.0,0.0,1991600000.0,30.18 - 31.10,23.2,33.09,收盘价高于20日均线30.1%；均线多头排列，MA5/MA10距离8.3%，MA10/MA20距离3.3%；成交量为5日均量5.51倍；成交量为10日均量7.13倍；突破近20日高点；接近或突破近60日高点；OBV趋势向上；OBV接近或创阶段新高；行业C26化学原料和化学制品制造业热度评分0.00,最近10日涨幅过大扣1.4分；距离20日均线过远扣10.0分,今日无高确定性机会，建议空仓观察。
