rank,code,name,sector,sector_type,sector_rank,sector_heat_score,sector_is_mainline,score,score_breakdown,trend_score,fund_score,volume_score,strength_score,risk_penalty,ma20_score,ma_score,breakout_score,risk_score,market_cap_score,sector_heat_bonus,close,ma5,ma10,ma20,volume_ratio,turnover_rate,amount,breakout_margin,sector_pct_change,sector_main_net_inflow,main_net_inflow,main_net_inflow_5d,circulating_market_cap,buy_range,stop_loss,first_target,reasons,risks,action
1,603118,共进股份,C39计算机、通信和其他电子设备制造业,行业,0,0.0,False,63.0,"{'MA20评分': 28.5, '均线评分': 25.0, '量能评分': 7.3, '突破评分': 0.5, '市值评分': 3.0, '板块热度': 1.2, '资金评分': 5.0, '风险扣分': -2.5, '市场风格调整': 0.0}",53.52,5.0,7.31,0.48,2.51,28.52,25.0,0.48,-2.51,3.0,1.25,16.64,16.504,15.598,14.544,1.139,24.669,3218130418.0,-0.0694,0.0,0.0,0.0,0.0,13100279296.0,16.39 - 16.89,14.33,17.97,收盘价高于20日均线14.4%；均线多头排列，MA5/MA10距离5.8%，MA10/MA20距离7.2%；成交量为5日均量1.14倍；成交量为10日均量1.33倍；OBV趋势向上；行业C39计算机、通信和其他电子设备制造业热度评分0.00,距离20日均线过远扣1.3分；波动异常扣1.2分,今日无高确定性机会，建议空仓观察。
2,002379,宏桥控股,C32有色金属冶炼和压延加工业,行业,0,0.0,False,62.9,"{'MA20评分': 29.6, '均线评分': 25.0, '量能评分': 5.5, '突破评分': 3.0, '市值评分': 3.0, '板块热度': 0.6, '资金评分': 6.5, '风险扣分': -3.9, '市场风格调整': 0.0}",54.64,6.46,5.53,2.98,3.89,29.64,25.0,2.98,-3.89,3.0,0.62,20.52,19.776,19.094,17.243,1.05,7.414,1702727792.97,0.0034,0.0,0.0,0.0,0.0,23318390376.0,20.21 - 20.83,16.98,22.16,收盘价高于20日均线19.0%；均线多头排列，MA5/MA10距离3.6%，MA10/MA20距离10.7%；成交量为5日均量1.05倍；突破近20日高点；OBV趋势向上；行业C32有色金属冶炼和压延加工业热度评分0.00,距离20日均线过远扣3.9分,今日无高确定性机会，建议空仓观察。
3,605196,华通线缆,C38电气机械和器材制造业,行业,0,0.0,False,60.5,"{'MA20评分': 26.0, '均线评分': 25.0, '量能评分': 4.7, '突破评分': 3.3, '市值评分': 3.0, '板块热度': 5.0, '资金评分': 6.9, '风险扣分': -6.5, '市场风格调整': 0.0}",51.03,6.92,4.65,3.31,6.48,26.03,25.0,3.31,-6.48,3.0,5.0,32.82,30.78,28.414,26.817,1.08,6.698,1081627625.0,0.0108,0.0,0.0,0.0,0.0,16572879095.999998,32.33 - 33.31,26.41,35.45,收盘价高于20日均线22.4%；均线多头排列，MA5/MA10距离8.3%，MA10/MA20距离6.0%；成交量为5日均量1.08倍；成交量为10日均量1.08倍；突破近20日高点；OBV趋势向上；行业C38电气机械和器材制造业热度评分0.00,最近10日涨幅过大扣0.3分；距离20日均线过远扣5.8分；波动异常扣0.4分,今日无高确定性机会，建议空仓观察。
4,600756,浪潮软件,I65软件和信息技术服务业,行业,0,0.0,False,59.9,"{'MA20评分': 25.5, '均线评分': 18.6, '量能评分': 12.0, '突破评分': 3.2, '市值评分': 0.0, '板块热度': 2.5, '资金评分': 13.2, '风险扣分': -1.9, '市场风格调整': 0.0}",44.12,13.24,11.97,3.18,1.89,25.47,18.65,3.18,-1.89,0.0,2.5,15.88,14.784,14.457,13.914,2.24,20.151,1027542632.0,0.0318,0.0,0.0,0.0,0.0,5146688944.0,15.64 - 16.12,13.7,17.15,收盘价高于20日均线14.1%；均线多头排列，MA5/MA10距离2.3%，MA10/MA20距离3.9%；成交量为5日均量2.24倍；成交量为10日均量2.37倍；突破近20日高点；OBV趋势向上；OBV接近或创阶段新高；行业I65软件和信息技术服务业热度评分0.00,距离20日均线过远扣1.2分；当日长上影线明显扣0.7分,今日无高确定性机会，建议空仓观察。
5,002860,星帅尔,C38电气机械和器材制造业,行业,0,0.0,False,59.4,"{'MA20评分': 26.4, '均线评分': 21.5, '量能评分': 5.1, '突破评分': 2.9, '市值评分': 0.0, '板块热度': 5.0, '资金评分': 5.0, '风险扣分': -1.4, '市场风格调整': 0.0}",47.9,5.0,5.08,2.86,1.43,26.41,21.5,2.86,-1.43,0.0,5.0,19.33,18.454,17.456,16.872,1.101,10.253,665216433.9499999,-0.0277,0.0,0.0,0.0,0.0,6648992291.0,19.04 - 19.62,16.62,20.88,收盘价高于20日均线14.6%；均线多头排列，MA5/MA10距离5.7%，MA10/MA20距离3.5%；成交量为5日均量1.10倍；成交量为10日均量1.31倍；OBV趋势向上；行业C38电气机械和器材制造业热度评分0.00,距离20日均线过远扣1.4分,今日无高确定性机会，建议空仓观察。
6,002309,中利集团,C38电气机械和器材制造业,行业,0,0.0,False,59.2,"{'MA20评分': 23.3, '均线评分': 25.0, '量能评分': 11.8, '突破评分': 2.1, '市值评分': 0.0, '板块热度': 5.0, '资金评分': 0.0, '风险扣分': -8.1, '市场风格调整': 0.0}",48.35,0.0,11.85,2.12,8.1,23.35,25.0,2.12,-8.1,0.0,5.0,3.28,3.084,2.933,2.764,2.13,20.602,1606696269.24,-0.0267,0.0,0.0,0.0,0.0,7892113944.0,3.23 - 3.33,2.72,3.54,收盘价高于20日均线18.7%；均线多头排列，MA5/MA10距离5.1%，MA10/MA20距离6.1%；成交量为5日均量2.13倍；成交量为10日均量1.97倍；行业C38电气机械和器材制造业热度评分0.00,距离20日均线过远扣3.7分；当日放量滞涨扣4.2分；波动异常扣0.2分,今日无高确定性机会，建议空仓观察。
7,002612,朗姿股份,C18纺织服装、服饰业,行业,0,0.0,False,58.2,"{'MA20评分': 25.4, '均线评分': 22.3, '量能评分': 12.2, '突破评分': 4.7, '市值评分': 0.0, '板块热度': 1.2, '资金评分': 14.1, '风险扣分': -7.6, '市场风格调整': 0.0}",47.66,14.1,12.2,4.75,7.62,25.36,22.3,4.75,-7.62,0.0,1.25,14.22,12.7,12.278,11.817,2.9,10.824,380198631.39,0.0456,0.0,0.0,0.0,0.0,3618409824.0,14.01 - 14.43,11.64,15.36,收盘价高于20日均线20.3%；均线多头排列，MA5/MA10距离3.4%，MA10/MA20距离3.9%；成交量为5日均量2.90倍；成交量为10日均量3.31倍；突破近20日高点；OBV趋势向上；OBV接近或创阶段新高；行业C18纺织服装、服饰业热度评分0.00,距离20日均线过远扣4.6分；成交额偏低扣3.0分,今日无高确定性机会，建议空仓观察。
8,000533,顺钠股份,C38电气机械和器材制造业,行业,0,0.0,False,57.9,"{'MA20评分': 27.5, '均线评分': 18.7, '量能评分': 15.0, '突破评分': 4.9, '市值评分': 0.0, '板块热度': 5.0, '资金评分': 9.3, '风险扣分': -13.1, '市场风格调整': 0.0}",46.11,9.33,15.0,4.88,13.07,27.45,18.66,4.88,-13.07,0.0,5.0,12.13,10.486,9.233,9.034,3.521,32.386,2612630926.41,0.0493,0.0,0.0,0.0,0.0,8307866112.0,11.95 - 12.31,8.9,13.1,收盘价高于20日均线34.3%；均线多头排列，MA5/MA10距离13.6%，MA10/MA20距离2.2%；成交量为5日均量3.52倍；成交量为10日均量5.17倍；突破近20日高点；OBV趋势向上；行业C38电气机械和器材制造业热度评分0.00,最近10日涨幅过大扣2.9分；距离20日均线过远扣10.0分；当日长上影线明显扣0.1分,今日无高确定性机会，建议空仓观察。
9,002440,闰土股份,C26化学原料和化学制品制造业,行业,0,0.0,False,56.6,"{'MA20评分': 24.5, '均线评分': 25.0, '量能评分': 5.0, '突破评分': 5.2, '市值评分': 3.0, '板块热度': 1.9, '资金评分': 13.1, '风险扣分': -8.1, '市场风格调整': 0.0}",49.45,13.14,5.05,5.22,8.06,24.45,25.0,5.22,-8.06,3.0,1.88,13.64,12.594,12.119,11.244,1.085,8.709,1085529333.6799998,0.0302,0.0,0.0,0.0,0.0,12908342216.0,13.44 - 13.84,11.07,14.73,收盘价高于20日均线21.3%；均线多头排列，MA5/MA10距离3.9%，MA10/MA20距离7.8%；成交量为5日均量1.09倍；成交量为10日均量1.03倍；突破近20日高点；接近或突破近60日高点；OBV趋势向上；OBV接近或创阶段新高；行业C26化学原料和化学制品制造业热度评分0.00,距离20日均线过远扣5.2分；连续涨停风险扣2.7分；波动异常扣0.2分,今日无高确定性机会，建议空仓观察。
10,000839,国安股份,I65软件和信息技术服务业,行业,0,0.0,False,53.6,"{'MA20评分': 19.4, '均线评分': 15.9, '量能评分': 10.6, '突破评分': 2.5, '市值评分': 3.0, '板块热度': 2.5, '资金评分': 11.5, '风险扣分': -0.3, '市场风格调整': 0.0}",35.25,11.47,10.65,2.48,0.32,19.36,15.9,2.48,-0.32,3.0,2.5,2.82,2.62,2.535,2.505,1.946,6.601,749963951.78,0.0036,0.0,0.0,0.0,0.0,11053910448.0,2.78 - 2.86,2.47,3.05,收盘价高于20日均线12.6%；均线多头排列，MA5/MA10距离3.4%，MA10/MA20距离1.2%；成交量为5日均量1.95倍；成交量为10日均量3.06倍；突破近20日高点；OBV趋势向上；OBV接近或创阶段新高；行业I65软件和信息技术服务业热度评分0.00,距离20日均线过远扣0.3分,今日无高确定性机会，建议空仓观察。
