rank,code,name,sector,sector_type,sector_rank,sector_heat_score,sector_is_mainline,score,score_breakdown,trend_score,fund_score,volume_score,strength_score,risk_penalty,ma20_score,ma_score,breakout_score,risk_score,market_cap_score,sector_heat_bonus,close,ma5,ma10,ma20,volume_ratio,turnover_rate,amount,breakout_margin,sector_pct_change,sector_main_net_inflow,main_net_inflow,main_net_inflow_5d,circulating_market_cap,buy_range,stop_loss,first_target,reasons,risks,action
1,605358,立昂微,C39计算机、通信和其他电子设备制造业,行业,0,0.0,False,67.6,"{'MA20评分': 21.7, '均线评分': 22.8, '量能评分': 14.0, '突破评分': 5.5, '市值评分': 6.0, '板块热度': 5.0, '资金评分': 10.0, '风险扣分': -7.3, '市场风格调整': 0.0}",44.48,10.0,13.97,5.46,7.3,21.67,22.82,5.46,-7.3,6.0,5.0,49.62,46.124,44.867,42.32,2.756,12.635,4818045876.0,0.065,0.0,0.0,0.0,0.0,38316534228.0,48.88 - 50.36,41.69,53.59,收盘价高于20日均线17.2%；均线多头排列，MA5/MA10距离2.8%，MA10/MA20距离6.0%；成交量为5日均量2.76倍；成交量为10日均量2.39倍；突破近20日高点；OBV趋势向上；行业C39计算机、通信和其他电子设备制造业热度评分0.00,距离20日均线过远扣2.9分；当日长上影线明显扣2.4分；大盘状态较弱扣2.0分；市场状态为谨慎，建议降低仓位,今日无高确定性机会，建议空仓观察。
2,002741,光华科技,C39计算机、通信和其他电子设备制造业,行业,0,0.0,False,67.3,"{'MA20评分': 24.5, '均线评分': 23.6, '量能评分': 12.1, '突破评分': 5.6, '市值评分': 3.0, '板块热度': 5.0, '资金评分': 10.0, '风险扣分': -6.5, '市场风格调整': 0.0}",48.09,10.0,12.14,5.59,6.53,24.51,23.58,5.59,-6.53,3.0,5.0,28.26,26.19,25.416,23.518,2.218,14.911,1765101730.6200001,0.0688,0.0,0.0,0.0,0.0,12152551716.0,27.84 - 28.68,23.17,30.52,收盘价高于20日均线20.2%；均线多头排列，MA5/MA10距离3.0%，MA10/MA20距离8.1%；成交量为5日均量2.22倍；成交量为10日均量1.99倍；突破近20日高点；OBV趋势向上；行业C39计算机、通信和其他电子设备制造业热度评分0.00,距离20日均线过远扣4.5分；大盘状态较弱扣2.0分；市场状态为谨慎，建议降低仓位,今日无高确定性机会，建议空仓观察。
3,600707,彩虹股份,C39计算机、通信和其他电子设备制造业,行业,0,0.0,False,66.4,"{'MA20评分': 23.1, '均线评分': 21.5, '量能评分': 14.8, '突破评分': 5.6, '市值评分': 6.0, '板块热度': 5.0, '资金评分': 10.0, '风险扣分': -9.5, '市场风格调整': 0.0}",44.51,10.0,14.83,5.57,9.49,23.05,21.46,5.57,-9.49,6.0,5.0,10.8,9.684,9.46,8.949,3.456,9.315,3553079943.0,0.0682,0.0,0.0,0.0,0.0,38746832760.0,10.64 - 10.96,8.81,11.66,收盘价高于20日均线20.7%；均线多头排列，MA5/MA10距离2.4%，MA10/MA20距离5.7%；成交量为5日均量3.46倍；成交量为10日均量2.89倍；突破近20日高点；OBV趋势向上；行业C39计算机、通信和其他电子设备制造业热度评分0.00,距离20日均线过远扣4.8分；连续涨停风险扣2.7分；大盘状态较弱扣2.0分；市场状态为谨慎，建议降低仓位,今日无高确定性机会，建议空仓观察。
4,002815,崇达技术,C39计算机、通信和其他电子设备制造业,行业,0,0.0,False,65.6,"{'MA20评分': 22.4, '均线评分': 21.9, '量能评分': 12.8, '突破评分': 5.5, '市值评分': 3.0, '板块热度': 5.0, '资金评分': 15.0, '风险扣分': -4.9, '市场风格调整': 0.0}",44.26,15.0,12.82,5.45,4.89,22.36,21.9,5.45,-4.89,3.0,5.0,14.43,13.368,13.041,12.312,2.917,10.192,1134411081.08,0.0649,0.0,0.0,0.0,0.0,11214159060.0,14.21 - 14.65,12.13,15.58,收盘价高于20日均线17.2%；均线多头排列，MA5/MA10距离2.5%，MA10/MA20距离5.9%；成交量为5日均量2.92倍；成交量为10日均量2.29倍；突破近20日高点；OBV趋势向上；OBV接近或创阶段新高；行业C39计算机、通信和其他电子设备制造业热度评分0.00,距离20日均线过远扣2.9分；大盘状态较弱扣2.0分；市场状态为谨慎，建议降低仓位,今日无高确定性机会，建议空仓观察。
5,600645,中源协和,C27医药制造业,行业,0,0.0,False,64.2,"{'MA20评分': 24.7, '均线评分': 24.2, '量能评分': 10.2, '突破评分': 4.7, '市值评分': 3.0, '板块热度': 1.2, '资金评分': 11.4, '风险扣分': -3.8, '市场风格调整': 0.0}",48.89,11.39,10.21,4.67,3.81,24.73,24.16,4.67,-3.81,3.0,1.25,22.45,21.268,20.38,19.478,1.784,9.104,939887874.0,0.0022,0.0,0.0,0.0,0.0,10501440990.0,22.11 - 22.79,19.19,24.25,收盘价高于20日均线15.3%；均线多头排列，MA5/MA10距离4.4%，MA10/MA20距离4.6%；成交量为5日均量1.78倍；成交量为10日均量2.37倍；突破近20日高点；接近或突破近60日高点；OBV趋势向上；OBV接近或创阶段新高；行业C27医药制造业热度评分0.00,距离20日均线过远扣1.8分；大盘状态较弱扣2.0分；市场状态为谨慎，建议降低仓位,今日无高确定性机会，建议空仓观察。
6,000837,秦川机床,C34通用设备制造业,行业,0,0.0,False,63.3,"{'MA20评分': 26.3, '均线评分': 23.9, '量能评分': 9.8, '突破评分': 2.1, '市值评分': 3.0, '板块热度': 2.5, '资金评分': 11.1, '风险扣分': -4.3, '市场风格调整': 0.0}",50.22,11.14,9.84,2.1,4.33,26.31,23.92,2.1,-4.33,3.0,2.5,11.48,10.924,10.59,9.88,1.687,8.417,964130524.07,-0.0017,0.0,0.0,0.0,0.0,11564989884.0,11.31 - 11.65,9.73,12.4,收盘价高于20日均线16.2%；均线多头排列，MA5/MA10距离3.2%，MA10/MA20距离7.2%；成交量为5日均量1.69倍；成交量为10日均量2.39倍；OBV趋势向上；OBV接近或创阶段新高；行业C34通用设备制造业热度评分0.00,距离20日均线过远扣2.3分；大盘状态较弱扣2.0分；市场状态为谨慎，建议降低仓位,今日无高确定性机会，建议空仓观察。
7,002436,兴森科技,C39计算机、通信和其他电子设备制造业,行业,0,0.0,False,63.1,"{'MA20评分': 22.1, '均线评分': 24.3, '量能评分': 7.0, '突破评分': 2.4, '市值评分': 6.0, '板块热度': 5.0, '资金评分': 5.0, '风险扣分': -3.8, '市场风格调整': 0.0}",46.41,5.04,7.04,2.39,3.76,22.13,24.28,2.39,-3.76,6.0,5.0,37.56,36.104,34.303,32.768,1.211,9.715,5562486549.3,-0.0193,0.0,0.0,0.0,0.0,57013466988.0,37.00 - 38.12,32.28,40.56,收盘价高于20日均线14.6%；均线多头排列，MA5/MA10距离5.3%，MA10/MA20距离4.7%；成交量为5日均量1.21倍；成交量为10日均量1.16倍；OBV趋势向上；行业C39计算机、通信和其他电子设备制造业热度评分0.00,最近10日涨幅过大扣0.1分；距离20日均线过远扣1.5分；波动异常扣0.2分；大盘状态较弱扣2.0分；市场状态为谨慎，建议降低仓位,今日无高确定性机会，建议空仓观察。
8,002792,通宇通讯,C39计算机、通信和其他电子设备制造业,行业,0,0.0,False,63.0,"{'MA20评分': 28.9, '均线评分': 25.0, '量能评分': 5.0, '突破评分': 0.7, '市值评分': 3.0, '板块热度': 5.0, '资金评分': 5.0, '风险扣分': -4.6, '市场风格调整': 0.0}",53.9,5.0,5.0,0.74,4.62,28.9,25.0,0.74,-4.62,3.0,5.0,34.82,36.64,35.278,30.155,0.574,13.48,1602215102.04,-0.1407,0.0,0.0,0.0,0.0,11763049090.0,34.30 - 35.34,29.7,37.61,收盘价高于20日均线15.5%；均线多头排列，MA5/MA10距离3.9%，MA10/MA20距离17.0%；OBV趋势向上；行业C39计算机、通信和其他电子设备制造业热度评分0.00,距离20日均线过远扣1.9分；波动异常扣0.7分；大盘状态较弱扣2.0分；市场状态为谨慎，建议降低仓位,今日无高确定性机会，建议空仓观察。
9,600330,天通股份,C39计算机、通信和其他电子设备制造业,行业,0,0.0,False,62.5,"{'MA20评分': 30.0, '均线评分': 25.0, '量能评分': 9.4, '突破评分': 5.6, '市值评分': 6.0, '板块热度': 5.0, '资金评分': 10.0, '风险扣分': -18.6, '市场风格调整': 0.0}",55.0,10.0,9.43,5.62,18.56,30.0,25.0,5.62,-18.56,6.0,5.0,29.39,26.06,24.137,21.088,1.689,16.82,5936093397.0,0.0695,0.0,0.0,0.0,0.0,36250637016.0,28.95 - 29.83,20.77,31.74,收盘价高于20日均线39.4%；均线多头排列，MA5/MA10距离8.0%，MA10/MA20距离14.5%；成交量为5日均量1.69倍；成交量为10日均量1.53倍；突破近20日高点；OBV趋势向上；行业C39计算机、通信和其他电子设备制造业热度评分0.00,最近10日涨幅过大扣6.4分；距离20日均线过远扣10.0分；波动异常扣0.1分；大盘状态较弱扣2.0分；市场状态为谨慎，建议降低仓位,今日无高确定性机会，建议空仓观察。
10,000716,黑芝麻,C14食品制造业,行业,0,0.0,False,62.4,"{'MA20评分': 28.2, '均线评分': 24.6, '量能评分': 12.6, '突破评分': 5.5, '市值评分': 0.0, '板块热度': 1.9, '资金评分': 15.0, '风险扣分': -10.3, '市场风格调整': 0.0}",52.78,15.0,12.62,5.49,10.34,28.2,24.58,5.49,-10.34,0.0,1.88,5.81,5.196,4.983,4.754,2.474,13.97,576452139.9499999,0.0661,0.0,0.0,0.0,0.0,4274557236.0000005,5.72 - 5.90,4.68,6.27,收盘价高于20日均线22.2%；均线多头排列，MA5/MA10距离4.3%，MA10/MA20距离4.8%；成交量为5日均量2.47倍；成交量为10日均量3.56倍；突破近20日高点；OBV趋势向上；OBV接近或创阶段新高；行业C14食品制造业热度评分0.00,距离20日均线过远扣5.7分；连续涨停风险扣2.7分；大盘状态较弱扣2.0分；市场状态为谨慎，建议降低仓位,今日无高确定性机会，建议空仓观察。
