rank,code,name,sector,sector_type,sector_rank,sector_heat_score,sector_is_mainline,score,score_breakdown,trend_score,fund_score,volume_score,strength_score,risk_penalty,ma20_score,ma_score,breakout_score,risk_score,market_cap_score,sector_heat_bonus,close,ma5,ma10,ma20,volume_ratio,turnover_rate,amount,breakout_margin,sector_pct_change,sector_main_net_inflow,main_net_inflow,main_net_inflow_5d,circulating_market_cap,buy_range,stop_loss,first_target,reasons,risks,action
1,002017,东信和平,C39计算机、通信和其他电子设备制造业,行业,0,0.0,False,65.3,"{'MA20评分': 27.1, '均线评分': 16.3, '量能评分': 15.0, '突破评分': 6.8, '市值评分': 0.0, '板块热度': 5.0, '资金评分': 15.0, '风险扣分': -4.9, '市场风格调整': 0.0}",43.41,15.0,15.0,6.8,4.93,27.08,16.33,6.8,-4.93,0.0,5.0,16.95,14.692,14.208,14.024,4.501,16.694,1577471794.43,0.0607,0.0,0.0,0.0,0.0,9833922180.0,16.70 - 17.20,13.81,18.31,收盘价高于20日均线20.9%；均线多头排列，MA5/MA10距离3.4%，MA10/MA20距离1.3%；成交量为5日均量4.50倍；成交量为10日均量6.26倍；突破近20日高点；接近或突破近60日高点；OBV趋势向上；OBV接近或创阶段新高；行业C39计算机、通信和其他电子设备制造业热度评分0.00,距离20日均线过远扣4.9分,今日无高确定性机会，建议空仓观察。
2,601212,白银有色,C32有色金属冶炼和压延加工业,行业,0,0.0,False,64.7,"{'MA20评分': 28.8, '均线评分': 24.0, '量能评分': 14.8, '突破评分': 3.0, '市值评分': 6.0, '板块热度': 1.2, '资金评分': 0.1, '风险扣分': -13.4, '市场风格调整': 0.0}",52.84,0.13,14.83,3.04,13.36,28.81,24.03,3.04,-13.36,6.0,1.25,6.58,6.062,5.829,5.574,3.406,9.301,4646263147.0,-0.0179,0.0,0.0,0.0,0.0,48723416210.0,6.48 - 6.68,5.49,7.11,收盘价高于20日均线18.0%；均线多头排列，MA5/MA10距离4.0%，MA10/MA20距离4.6%；成交量为5日均量3.41倍；成交量为10日均量2.97倍；行业C32有色金属冶炼和压延加工业热度评分0.00,距离20日均线过远扣3.4分；当日放量滞涨扣10.0分,今日无高确定性机会，建议空仓观察。
3,603626,科森科技,C33金属制品业,行业,0,0.0,False,63.6,"{'MA20评分': 30.0, '均线评分': 25.0, '量能评分': 9.4, '突破评分': 2.7, '市值评分': 3.0, '板块热度': 1.2, '资金评分': 10.6, '风险扣分': -7.8, '市场风格调整': 0.0}",55.0,10.57,9.43,2.7,7.77,30.0,25.0,2.7,-7.77,3.0,1.25,20.05,18.108,17.42,15.913,1.565,14.862,1597722313.0,-0.0109,0.0,0.0,0.0,0.0,11125337985.0,19.75 - 20.35,15.67,21.65,收盘价高于20日均线26.0%；均线多头排列，MA5/MA10距离3.9%，MA10/MA20距离9.5%；成交量为5日均量1.57倍；成交量为10日均量1.67倍；OBV趋势向上；OBV接近或创阶段新高；行业C33金属制品业热度评分0.00,距离20日均线过远扣7.8分,今日无高确定性机会，建议空仓观察。
4,001337,四川黄金,B09有色金属矿采选业,行业,0,0.0,False,61.7,"{'MA20评分': 30.0, '均线评分': 25.0, '量能评分': 8.3, '突破评分': 2.1, '市值评分': 3.0, '板块热度': 1.9, '资金评分': 10.0, '风险扣分': -8.6, '市场风格调整': 0.0}",55.0,10.0,8.31,2.14,8.61,30.0,25.0,2.14,-8.61,3.0,1.88,55.0,51.824,49.482,46.311,1.419,8.536,2019391302.54,-0.0286,0.0,0.0,0.0,0.0,23100000000.0,54.17 - 55.82,45.62,59.4,收盘价高于20日均线18.8%；均线多头排列，MA5/MA10距离4.7%，MA10/MA20距离6.8%；成交量为5日均量1.42倍；成交量为10日均量1.54倍；OBV趋势向上；OBV接近或创阶段新高；行业B09有色金属矿采选业热度评分0.00,距离20日均线过远扣3.8分；当日长上影线明显扣4.9分,今日无高确定性机会，建议空仓观察。
5,600330,天通股份,C39计算机、通信和其他电子设备制造业,行业,0,0.0,False,61.7,"{'MA20评分': 30.0, '均线评分': 19.9, '量能评分': 7.5, '突破评分': 0.0, '市值评分': 6.0, '板块热度': 5.0, '资金评分': 0.0, '风险扣分': -6.7, '市场风格调整': 0.0}",49.93,0.0,7.51,0.0,6.7,30.0,19.93,0.0,-6.7,6.0,5.0,27.41,27.058,26.559,23.123,1.21,14.549,4943651358.0,-0.0824,0.0,0.0,0.0,0.0,33808436904.000004,27.00 - 27.82,22.78,29.6,收盘价高于20日均线18.5%；均线多头排列，MA5/MA10距离1.9%，MA10/MA20距离14.9%；成交量为5日均量1.21倍；成交量为10日均量1.32倍；行业C39计算机、通信和其他电子设备制造业热度评分0.00,距离20日均线过远扣3.6分；当日长上影线明显扣2.6分；波动异常扣0.5分,今日无高确定性机会，建议空仓观察。
6,002274,华昌化工,C26化学原料和化学制品制造业,行业,0,0.0,False,61.5,"{'MA20评分': 23.1, '均线评分': 16.3, '量能评分': 12.0, '突破评分': 6.1, '市值评分': 0.0, '板块热度': 4.4, '资金评分': 14.4, '风险扣分': -0.3, '市场风格调整': 0.0}",39.35,14.4,12.04,6.06,0.35,23.09,16.27,6.06,-0.35,0.0,4.38,6.47,6.04,5.9,5.744,2.418,8.945,519423157.62,0.0503,0.0,0.0,0.0,0.0,6067883676.999999,6.37 - 6.57,5.66,6.99,收盘价高于20日均线12.6%；均线多头排列，MA5/MA10距离2.4%，MA10/MA20距离2.7%；成交量为5日均量2.42倍；成交量为10日均量3.38倍；突破近20日高点；接近或突破近60日高点；OBV趋势向上；OBV接近或创阶段新高；行业C26化学原料和化学制品制造业热度评分0.00,距离20日均线过远扣0.3分,今日无高确定性机会，建议空仓观察。
7,001277,速达股份,C43金属制品、机械和设备修理业,行业,0,0.0,False,60.7,"{'MA20评分': 25.6, '均线评分': 25.0, '量能评分': 11.3, '突破评分': 1.9, '市值评分': 0.0, '板块热度': 0.6, '资金评分': 5.0, '风险扣分': -3.7, '市场风格调整': 0.0}",50.57,5.0,11.26,1.9,3.67,25.57,25.0,1.9,-3.67,0.0,0.62,33.36,33.984,31.717,29.798,2.205,23.942,353312281.21,-0.1639,0.0,0.0,0.0,0.0,1519531320.0000002,32.86 - 33.86,29.35,36.03,收盘价高于20日均线12.0%；均线多头排列，MA5/MA10距离7.1%，MA10/MA20距离6.4%；成交量为5日均量2.20倍；成交量为10日均量3.83倍；OBV趋势向上；行业C43金属制品、机械和设备修理业热度评分0.00,成交额偏低扣3.7分,今日无高确定性机会，建议空仓观察。
8,600367,红星发展,C26化学原料和化学制品制造业,行业,0,0.0,False,59.8,"{'MA20评分': 27.4, '均线评分': 25.0, '量能评分': 8.7, '突破评分': 0.3, '市值评分': 3.0, '板块热度': 4.4, '资金评分': 10.0, '风险扣分': -9.0, '市场风格调整': 0.0}",52.38,10.0,8.67,0.3,8.97,27.38,25.0,0.3,-8.97,3.0,4.38,38.27,37.374,35.995,32.828,1.302,27.276,3381717669.0,-0.0638,0.0,0.0,0.0,0.0,12321914364.0,37.70 - 38.84,32.34,41.33,收盘价高于20日均线16.6%；均线多头排列，MA5/MA10距离3.8%，MA10/MA20距离9.6%；成交量为5日均量1.30倍；成交量为10日均量1.68倍；OBV趋势向上；OBV接近或创阶段新高；行业C26化学原料和化学制品制造业热度评分0.00,距离20日均线过远扣2.5分；当日长上影线明显扣6.4分,今日无高确定性机会，建议空仓观察。
9,002655,共达电声,C39计算机、通信和其他电子设备制造业,行业,0,0.0,False,59.0,"{'MA20评分': 30.0, '均线评分': 21.2, '量能评分': 6.5, '突破评分': 0.1, '市值评分': 3.0, '板块热度': 5.0, '资金评分': 0.0, '风险扣分': -6.7, '市场风格调整': 0.0}",51.17,0.0,6.52,0.09,6.74,30.0,21.17,0.09,-6.74,3.0,5.0,37.49,35.874,35.076,30.611,1.007,11.667,1551746095.6399999,-0.0597,0.0,0.0,0.0,0.0,13619071029.0,36.93 - 38.05,30.15,40.49,收盘价高于20日均线22.5%；均线多头排列，MA5/MA10距离2.3%，MA10/MA20距离14.6%；成交量为5日均量1.01倍；成交量为10日均量1.17倍；行业C39计算机、通信和其他电子设备制造业热度评分0.00,距离20日均线过远扣5.8分；波动异常扣0.9分,今日无高确定性机会，建议空仓观察。
10,603936,博敏电子,C39计算机、通信和其他电子设备制造业,行业,0,0.0,False,58.6,"{'MA20评分': 26.5, '均线评分': 21.8, '量能评分': 2.4, '突破评分': 0.0, '市值评分': 3.0, '板块热度': 5.0, '资金评分': 0.0, '风险扣分': -0.0, '市场风格调整': 0.0}",48.28,0.0,2.35,0.0,0.0,26.45,21.82,0.0,-0.0,3.0,5.0,17.21,17.494,17.07,15.421,0.5,6.953,745519375.0,-0.1174,0.0,0.0,0.0,0.0,10849149580.000002,16.95 - 17.47,15.19,18.59,收盘价高于20日均线11.6%；均线多头排列，MA5/MA10距离2.5%，MA10/MA20距离10.7%；行业C39计算机、通信和其他电子设备制造业热度评分0.00,,今日无高确定性机会，建议空仓观察。
