rank,code,name,sector,sector_type,sector_rank,sector_heat_score,sector_is_mainline,score,score_breakdown,trend_score,fund_score,volume_score,strength_score,risk_penalty,ma20_score,ma_score,breakout_score,risk_score,market_cap_score,sector_heat_bonus,close,ma5,ma10,ma20,volume_ratio,turnover_rate,amount,breakout_margin,sector_pct_change,sector_main_net_inflow,main_net_inflow,main_net_inflow_5d,circulating_market_cap,buy_range,stop_loss,first_target,reasons,risks,action
1,002612,朗姿股份,C18纺织服装、服饰业,行业,0,0.0,False,59.2,"{'MA20评分': 29.1, '均线评分': 25.0, '量能评分': 12.6, '突破评分': 5.8, '市值评分': 0.0, '板块热度': 1.2, '资金评分': 15.0, '风险扣分': -14.6, '市场风格调整': 0.0}",54.1,15.0,12.63,5.85,14.57,29.1,25.0,5.85,-14.57,0.0,1.25,15.6,13.448,12.632,12.016,2.596,14.273,553308716.5100001,0.0759,0.0,0.0,0.0,0.0,3969563520.0,15.37 - 15.83,11.84,16.85,收盘价高于20日均线29.8%；均线多头排列，MA5/MA10距离6.5%，MA10/MA20距离5.1%；成交量为5日均量2.60倍；成交量为10日均量3.55倍；突破近20日高点；OBV趋势向上；OBV接近或创阶段新高；行业C18纺织服装、服饰业热度评分0.00,距离20日均线过远扣9.9分；连续涨停风险扣2.7分；大盘状态较弱扣2.0分；市场状态为谨慎，建议降低仓位,今日无高确定性机会，建议空仓观察。
2,002832,比音勒芬,C18纺织服装、服饰业,行业,0,0.0,False,59.0,"{'MA20评分': 24.1, '均线评分': 24.9, '量能评分': 5.6, '突破评分': 5.0, '市值评分': 3.0, '板块热度': 1.2, '资金评分': 10.0, '风险扣分': -4.9, '市场风格调整': 0.0}",48.97,10.0,5.59,5.0,4.88,24.07,24.9,5.0,-4.88,3.0,1.25,25.8,24.442,23.109,22.018,1.258,6.921,671434229.97,-0.0409,0.0,0.0,0.0,0.0,10046992140.0,25.41 - 26.19,21.69,27.86,收盘价高于20日均线17.2%；均线多头排列，MA5/MA10距离5.8%，MA10/MA20距离5.0%；成交量为5日均量1.26倍；成交量为10日均量1.64倍；接近或突破近60日高点；接近或突破近120日高点；OBV趋势向上；OBV接近或创阶段新高；行业C18纺织服装、服饰业热度评分0.00,距离20日均线过远扣2.9分；大盘状态较弱扣2.0分；市场状态为谨慎，建议降低仓位,今日无高确定性机会，建议空仓观察。
3,601606,长城军工,C33金属制品业,行业,0,0.0,False,56.9,"{'MA20评分': 25.9, '均线评分': 25.0, '量能评分': 10.6, '突破评分': 2.0, '市值评分': 3.0, '板块热度': 0.6, '资金评分': 10.0, '风险扣分': -10.2, '市场风格调整': 0.0}",50.86,10.0,10.64,2.0,10.19,25.86,25.0,2.0,-10.19,3.0,0.62,35.65,33.968,30.306,28.68,1.419,11.423,2856282319.0,-0.0788,0.0,0.0,0.0,0.0,25818742460.0,35.12 - 36.18,28.25,38.5,收盘价高于20日均线24.3%；均线多头排列，MA5/MA10距离12.1%，MA10/MA20距离5.7%；成交量为5日均量1.42倍；成交量为10日均量2.33倍；OBV趋势向上；OBV接近或创阶段新高；行业C33金属制品业热度评分0.00,最近10日涨幅过大扣1.4分；距离20日均线过远扣6.8分；大盘状态较弱扣2.0分；市场状态为谨慎，建议降低仓位,今日无高确定性机会，建议空仓观察。
4,002298,中电鑫龙,C38电气机械和器材制造业,行业,0,0.0,False,55.9,"{'MA20评分': 23.2, '均线评分': 22.5, '量能评分': 11.7, '突破评分': 3.3, '市值评分': 0.0, '板块热度': 5.0, '资金评分': 11.5, '风险扣分': -9.7, '市场风格调整': 0.0}",45.66,11.54,11.69,3.26,9.72,23.19,22.47,3.26,-9.72,0.0,5.0,8.81,8.42,7.642,7.356,1.693,21.73,1285099289.64,0.0046,0.0,0.0,0.0,0.0,5821269170.0,8.68 - 8.94,7.25,9.51,收盘价高于20日均线19.8%；均线多头排列，MA5/MA10距离10.2%，MA10/MA20距离3.9%；成交量为5日均量1.69倍；成交量为10日均量2.64倍；突破近20日高点；OBV趋势向上；OBV接近或创阶段新高；行业C38电气机械和器材制造业热度评分0.00,距离20日均线过远扣4.3分；当日长上影线明显扣2.7分；当日放量滞涨扣0.7分；大盘状态较弱扣2.0分；市场状态为谨慎，建议降低仓位,今日无高确定性机会，建议空仓观察。
5,600199,金种子酒,C15酒、饮料和精制茶制造业,行业,0,0.0,False,55.2,"{'MA20评分': 25.3, '均线评分': 19.1, '量能评分': 11.6, '突破评分': 4.0, '市值评分': 0.0, '板块热度': 0.6, '资金评分': 12.8, '风险扣分': -5.3, '市场风格调整': 0.0}",44.36,12.84,11.58,4.01,5.33,25.25,19.1,4.01,-5.33,0.0,0.62,8.08,7.31,7.194,6.848,2.629,12.919,671834391.0,0.0254,0.0,0.0,0.0,0.0,5314998144.0,7.96 - 8.20,6.74,8.73,收盘价高于20日均线18.0%；均线多头排列，MA5/MA10距离1.6%，MA10/MA20距离5.1%；成交量为5日均量2.63倍；成交量为10日均量2.26倍；突破近20日高点；OBV趋势向上；OBV接近或创阶段新高；行业C15酒、饮料和精制茶制造业热度评分0.00,距离20日均线过远扣3.3分；大盘状态较弱扣2.0分；市场状态为谨慎，建议降低仓位,今日无高确定性机会，建议空仓观察。
6,603619,中曼石油,B07石油和天然气开采业,行业,0,0.0,False,54.8,"{'MA20评分': 23.8, '均线评分': 23.0, '量能评分': 6.7, '突破评分': 0.0, '市值评分': 3.0, '板块热度': 0.6, '资金评分': 5.0, '风险扣分': -2.3, '市场风格调整': 0.0}",46.8,5.0,6.69,0.0,2.34,23.77,23.03,0.0,-2.34,3.0,0.62,22.5,21.592,20.942,20.006,1.106,13.243,1343399066.0,-0.1194,0.0,0.0,0.0,0.0,10402616250.0,22.16 - 22.84,19.71,24.3,收盘价高于20日均线12.5%；均线多头排列，MA5/MA10距离3.1%，MA10/MA20距离4.7%；成交量为5日均量1.11倍；成交量为10日均量1.27倍；OBV趋势向上；行业B07石油和天然气开采业热度评分0.00,距离20日均线过远扣0.3分；波动异常扣0.1分；大盘状态较弱扣2.0分；市场状态为谨慎，建议降低仓位,今日无高确定性机会，建议空仓观察。
7,000948,南天信息,I65软件和信息技术服务业,行业,0,0.0,False,54.0,"{'MA20评分': 26.2, '均线评分': 11.2, '量能评分': 12.6, '突破评分': 3.9, '市值评分': 0.0, '板块热度': 3.1, '资金评分': 10.8, '风险扣分': -2.9, '市场风格调整': 0.0}",37.38,10.85,12.55,3.92,2.94,26.16,11.22,3.92,-2.94,0.0,3.12,15.38,13.88,14.129,13.528,2.734,14.387,866775947.7,-0.0065,0.0,0.0,0.0,0.0,5985116234.0,15.15 - 15.61,13.33,16.61,收盘价高于20日均线13.7%；成交量为5日均量2.73倍；成交量为10日均量2.45倍；OBV趋势向上；OBV接近或创阶段新高；行业I65软件和信息技术服务业热度评分0.00,距离20日均线过远扣0.9分；大盘状态较弱扣2.0分；市场状态为谨慎，建议降低仓位,今日无高确定性机会，建议空仓观察。
8,600844,金煤科技,C26化学原料和化学制品制造业,行业,0,0.0,False,53.6,"{'MA20评分': 27.2, '均线评分': 25.0, '量能评分': 4.5, '突破评分': 1.4, '市值评分': 0.0, '板块热度': 2.5, '资金评分': 5.0, '风险扣分': -7.0, '市场风格调整': 0.0}",52.19,5.0,4.46,1.45,6.98,27.19,25.0,1.45,-6.98,0.0,2.5,3.32,3.19,3.024,2.81,1.178,15.842,437980352.0,-0.0377,0.0,0.0,0.0,0.0,2731465592.0,3.27 - 3.37,2.77,3.59,收盘价高于20日均线18.2%；均线多头排列，MA5/MA10距离5.5%，MA10/MA20距离7.6%；成交量为5日均量1.18倍；成交量为10日均量1.20倍；OBV趋势向上；行业C26化学原料和化学制品制造业热度评分0.00,距离20日均线过远扣3.4分；成交额偏低扣1.6分；大盘状态较弱扣2.0分；市场状态为谨慎，建议降低仓位,今日无高确定性机会，建议空仓观察。
9,603918,金桥信息,I65软件和信息技术服务业,行业,0,0.0,False,53.6,"{'MA20评分': 22.2, '均线评分': 16.0, '量能评分': 12.5, '突破评分': 3.7, '市值评分': 0.0, '板块热度': 3.1, '资金评分': 12.3, '风险扣分': -4.0, '市场风格调整': 0.0}",38.25,12.28,12.52,3.69,4.0,22.21,16.05,3.69,-4.0,0.0,3.12,11.13,10.122,9.814,9.663,3.1,12.754,509251717.0,0.0164,0.0,0.0,0.0,0.0,4063646475.0,10.96 - 11.30,9.52,12.02,收盘价高于20日均线15.2%；均线多头排列，MA5/MA10距离3.1%，MA10/MA20距离1.6%；成交量为5日均量3.10倍；成交量为10日均量3.30倍；突破近20日高点；OBV趋势向上；OBV接近或创阶段新高；行业I65软件和信息技术服务业热度评分0.00,距离20日均线过远扣1.8分；当日长上影线明显扣0.2分；大盘状态较弱扣2.0分；市场状态为谨慎，建议降低仓位,今日无高确定性机会，建议空仓观察。
10,600722,金牛化工,C26化学原料和化学制品制造业,行业,0,0.0,False,51.8,"{'MA20评分': 26.8, '均线评分': 25.0, '量能评分': 8.6, '突破评分': 0.3, '市值评分': 0.0, '板块热度': 2.5, '资金评分': 10.0, '风险扣分': -11.4, '市场风格调整': 0.0}",51.84,10.0,8.6,0.26,11.4,26.84,25.0,0.26,-11.4,0.0,2.5,10.88,10.41,9.978,8.973,1.593,17.687,1290160334.0,-0.0857,0.0,0.0,0.0,0.0,7401878336.0,10.72 - 11.04,8.84,11.75,收盘价高于20日均线21.3%；均线多头排列，MA5/MA10距离4.3%，MA10/MA20距离11.2%；成交量为5日均量1.59倍；成交量为10日均量1.52倍；OBV趋势向上；OBV接近或创阶段新高；行业C26化学原料和化学制品制造业热度评分0.00,最近10日涨幅过大扣2.1分；距离20日均线过远扣5.1分；当日长上影线明显扣1.4分；波动异常扣0.8分；大盘状态较弱扣2.0分；市场状态为谨慎，建议降低仓位,今日无高确定性机会，建议空仓观察。
