rank,code,name,sector,sector_type,sector_rank,sector_heat_score,sector_is_mainline,score,score_breakdown,trend_score,fund_score,volume_score,strength_score,risk_penalty,ma20_score,ma_score,breakout_score,risk_score,market_cap_score,sector_heat_bonus,close,ma5,ma10,ma20,volume_ratio,turnover_rate,amount,breakout_margin,sector_pct_change,sector_main_net_inflow,main_net_inflow,main_net_inflow_5d,circulating_market_cap,buy_range,stop_loss,first_target,reasons,risks,action
1,000938,紫光股份,C39计算机、通信和其他电子设备制造业,行业,0,0.0,False,74.7,"{'MA20评分': 30.0, '均线评分': 25.0, '量能评分': 5.0, '突破评分': 1.7, '市值评分': 10.0, '板块热度': 5.0, '资金评分': 5.0, '风险扣分': -4.0, '市场风格调整': 2.0}",55.0,5.0,5.0,1.72,4.03,30.0,25.0,1.72,-4.03,10.0,5.0,41.47,42.346,39.565,36.233,0.676,11.464,13358643055.7,-0.0945,0.0,0.0,0.0,0.0,118607214869.0,40.85 - 42.09,35.69,44.79,收盘价高于20日均线14.5%；均线多头排列，MA5/MA10距离7.0%，MA10/MA20距离9.2%；OBV趋势向上；行业C39计算机、通信和其他电子设备制造业热度评分0.00；科技成长主线占优，顺势加分,距离20日均线过远扣1.4分；当日长上影线明显扣1.6分；波动异常扣1.1分,今日无高确定性机会，建议空仓观察。
2,002396,星网锐捷,C39计算机、通信和其他电子设备制造业,行业,0,0.0,False,70.6,"{'MA20评分': 30.0, '均线评分': 25.0, '量能评分': 5.0, '突破评分': 1.6, '市值评分': 3.0, '板块热度': 5.0, '资金评分': 5.0, '风险扣分': -0.9, '市场风格调整': 2.0}",55.0,5.0,5.0,1.56,0.91,30.0,25.0,1.56,-0.91,3.0,5.0,31.3,32.87,30.769,27.967,0.697,17.297,4069144266.71,-0.1536,0.0,0.0,0.0,0.0,23707092629.999996,30.83 - 31.77,27.55,33.8,收盘价高于20日均线11.9%；均线多头排列，MA5/MA10距离6.8%，MA10/MA20距离10.0%；OBV趋势向上；行业C39计算机、通信和其他电子设备制造业热度评分0.00；科技成长主线占优，顺势加分,波动异常扣0.9分,今日无高确定性机会，建议空仓观察。
3,603118,共进股份,C39计算机、通信和其他电子设备制造业,行业,0,0.0,False,70.0,"{'MA20评分': 30.0, '均线评分': 25.0, '量能评分': 6.0, '突破评分': 2.0, '市值评分': 3.0, '板块热度': 5.0, '资金评分': 10.0, '风险扣分': -3.0, '市场风格调整': 2.0}",55.0,10.0,5.97,2.0,2.97,30.0,25.0,2.0,-2.97,3.0,5.0,16.2,15.984,14.916,14.055,0.881,18.034,2218093511.0,-0.094,0.0,0.0,0.0,0.0,12753877680.0,15.96 - 16.44,13.84,17.5,收盘价高于20日均线15.3%；均线多头排列，MA5/MA10距离7.2%，MA10/MA20距离6.1%；成交量为10日均量1.09倍；OBV趋势向上；OBV接近或创阶段新高；行业C39计算机、通信和其他电子设备制造业热度评分0.00；科技成长主线占优，顺势加分,距离20日均线过远扣1.8分；波动异常扣1.2分,今日无高确定性机会，建议空仓观察。
4,000977,浪潮信息,C39计算机、通信和其他电子设备制造业,行业,0,0.0,False,67.9,"{'MA20评分': 23.2, '均线评分': 22.9, '量能评分': 3.9, '突破评分': 0.9, '市值评分': 10.0, '板块热度': 5.0, '资金评分': 5.0, '风险扣分': -0.0, '市场风格调整': 2.0}",46.08,5.0,3.93,0.94,0.0,23.18,22.9,0.94,-0.0,10.0,5.0,85.0,87.48,85.074,79.904,0.523,5.728,7052436920.2300005,-0.118,0.0,0.0,0.0,0.0,124680703000.0,83.72 - 86.27,78.71,91.8,收盘价高于20日均线6.4%；均线多头排列，MA5/MA10距离2.8%，MA10/MA20距离6.5%；OBV趋势向上；行业C39计算机、通信和其他电子设备制造业热度评分0.00；科技成长主线占优，顺势加分,,今日无高确定性机会，建议空仓观察。
5,603228,景旺电子,C39计算机、通信和其他电子设备制造业,行业,0,0.0,False,66.5,"{'MA20评分': 23.8, '均线评分': 22.1, '量能评分': 5.1, '突破评分': 4.1, '市值评分': 10.0, '板块热度': 5.0, '资金评分': 12.9, '风险扣分': -5.5, '市场风格调整': 2.0}",45.82,12.92,5.05,4.06,5.47,23.75,22.06,4.06,-5.47,10.0,5.0,82.06,76.098,72.948,70.339,0.965,5.622,4370012044.0,0.0268,0.0,0.0,0.0,0.0,80573696456.0,80.83 - 83.29,69.28,88.62,收盘价高于20日均线16.7%；均线多头排列，MA5/MA10距离4.3%，MA10/MA20距离3.7%；成交量为10日均量1.07倍；突破近20日高点；OBV趋势向上；OBV接近或创阶段新高；行业C39计算机、通信和其他电子设备制造业热度评分0.00；科技成长主线占优，顺势加分,距离20日均线过远扣2.6分；连续涨停风险扣2.7分；波动异常扣0.2分,今日无高确定性机会，建议空仓观察。
6,002412,汉森制药,C27医药制造业,行业,0,0.0,False,63.0,"{'MA20评分': 26.1, '均线评分': 23.9, '量能评分': 9.6, '突破评分': 2.8, '市值评分': 0.0, '板块热度': 2.5, '资金评分': 5.0, '风险扣分': -1.9, '市场风格调整': 0.0}",50.01,5.0,9.62,2.82,1.94,26.11,23.9,2.82,-1.94,0.0,2.5,7.3,6.916,6.705,6.321,1.927,18.567,660506700.45,-0.101,0.0,0.0,0.0,0.0,3634268500.0,7.19 - 7.41,6.23,7.88,收盘价高于20日均线15.5%；均线多头排列，MA5/MA10距离3.1%，MA10/MA20距离6.1%；成交量为5日均量1.93倍；成交量为10日均量2.16倍；OBV趋势向上；行业C27医药制造业热度评分0.00,距离20日均线过远扣1.9分,今日无高确定性机会，建议空仓观察。
7,603893,瑞芯微,C39计算机、通信和其他电子设备制造业,行业,0,0.0,False,62.2,"{'MA20评分': 21.6, '均线评分': 18.6, '量能评分': 4.1, '突破评分': 1.0, '市值评分': 10.0, '板块热度': 5.0, '资金评分': 5.0, '风险扣分': -0.0, '市场风格调整': 2.0}",40.13,5.0,4.08,0.97,0.0,21.56,18.58,0.97,-0.0,10.0,5.0,218.0,218.142,215.036,204.17,0.723,6.03,5481300348.0,-0.0679,0.0,0.0,0.0,0.0,92190772100.00002,214.73 - 221.27,201.11,235.44,收盘价高于20日均线6.8%；均线多头排列，MA5/MA10距离1.4%，MA10/MA20距离5.3%；OBV趋势向上；行业C39计算机、通信和其他电子设备制造业热度评分0.00；科技成长主线占优，顺势加分,,今日无高确定性机会，建议空仓观察。
8,002197,证通电子,I65软件和信息技术服务业,行业,0,0.0,False,60.4,"{'MA20评分': 24.1, '均线评分': 24.2, '量能评分': 8.6, '突破评分': 2.0, '市值评分': 0.0, '板块热度': 0.6, '资金评分': 0.0, '风险扣分': -1.1, '市场风格调整': 2.0}",48.33,0.0,8.55,2.0,1.13,24.12,24.21,2.0,-1.13,0.0,0.62,6.86,6.948,6.296,6.016,1.485,19.378,689001174.7700001,-0.1056,0.0,0.0,0.0,0.0,3663240000.0,6.76 - 6.96,5.93,7.41,收盘价高于20日均线14.0%；均线多头排列，MA5/MA10距离10.4%，MA10/MA20距离4.7%；成交量为5日均量1.48倍；成交量为10日均量2.23倍；行业I65软件和信息技术服务业热度评分0.00；科技成长主线占优，顺势加分,距离20日均线过远扣1.1分,今日无高确定性机会，建议空仓观察。
9,000815,美利云,C22造纸和纸制品业,行业,0,0.0,False,58.5,"{'MA20评分': 23.2, '均线评分': 19.5, '量能评分': 12.1, '突破评分': 2.0, '市值评分': 3.0, '板块热度': 1.2, '资金评分': 5.0, '风险扣分': -2.6, '市场风格调整': 0.0}",42.7,5.0,12.15,2.0,2.63,23.15,19.55,2.0,-2.63,3.0,1.25,16.6,16.264,14.59,14.22,1.742,21.187,2372112993.49,-0.0643,0.0,0.0,0.0,0.0,11541365800.0,16.35 - 16.85,14.01,17.93,收盘价高于20日均线16.7%；均线多头排列，MA5/MA10距离11.5%，MA10/MA20距离2.6%；成交量为5日均量1.74倍；成交量为10日均量2.55倍；OBV趋势向上；行业C22造纸和纸制品业热度评分0.00,距离20日均线过远扣2.6分,今日无高确定性机会，建议空仓观察。
10,002860,星帅尔,C38电气机械和器材制造业,行业,0,0.0,False,58.3,"{'MA20评分': 25.7, '均线评分': 17.4, '量能评分': 6.3, '突破评分': 6.3, '市值评分': 0.0, '板块热度': 5.0, '资金评分': 11.6, '风险扣分': -2.4, '市场风格调整': 0.0}",43.13,11.56,6.28,6.27,2.36,25.74,17.39,6.27,-2.36,0.0,5.0,18.47,17.302,16.853,16.393,1.327,10.447,663098402.4399999,0.0049,0.0,0.0,0.0,0.0,6353175769.0,18.19 - 18.75,16.15,19.95,收盘价高于20日均线12.7%；均线多头排列，MA5/MA10距离2.7%，MA10/MA20距离2.8%；成交量为5日均量1.33倍；成交量为10日均量1.53倍；突破近20日高点；接近或突破近60日高点；接近或突破近120日高点；OBV趋势向上；OBV接近或创阶段新高；行业C38电气机械和器材制造业热度评分0.00,距离20日均线过远扣0.4分；当日长上影线明显扣2.0分,今日无高确定性机会，建议空仓观察。
